model1,model2,feature,rbo
mistral_open,deepseekr1_8b,Keeping up with friends,0.7053258635940064
mistral_open,deepseekr1_8b,Photo effects,0.5535975419299538
mistral_open,deepseekr1_8b,Play games,0.3705019777132673
mistral_open,deepseekr1_8b,Play playlist on shuffle mode,0.7794002306267731
mistral_open,deepseekr1_8b,Rate movies,0.5158320925024338
mistral_open,deepseekr1_8b,Search for offer on item,0.16242234926941929
mistral_open,deepseekr1_8b,Watch streams,0.6529823307127082
mistral_open,deepseekr1_8b,Write notes,0.44235875930444024
mistral_open,openai,Access to podcasts,0.7170387757991816
mistral_open,openai,Broadcast messages to multiple contacts,0.5014577893199031
mistral_open,openai,Build photo collage,0.1894779240057715
mistral_open,openai,Collaborate with others,0.5475811932566302
mistral_open,openai,Go Live,0.19764204912652128
mistral_open,openai,Keeping up with friends,0.21496592611396997
mistral_open,openai,Photo effects,0.2226647516881493
mistral_open,openai,Play games,0.0
mistral_open,openai,Play playlist on shuffle mode,0.7269147637578997
mistral_open,openai,Rate movies,0.1468030429546651
mistral_open,openai,Search for offer on item,0.019439905752927502
mistral_open,openai,Watch streams,0.12218660586366012
mistral_open,openai,Write notes,0.5335854241419123
mistral_open,gemini,Access to podcasts,0.46479887993313795
mistral_open,gemini,Broadcast messages to multiple contacts,0.14903142386155374
mistral_open,gemini,Build photo collage,0.1652083716905106
mistral_open,gemini,Collaborate with others,0.5234672875115015
mistral_open,gemini,Go Live,0.2302320426909959
mistral_open,gemini,Keeping up with friends,0.5560977863699904
mistral_open,gemini,Photo effects,0.17141160763173616
mistral_open,gemini,Play games,0.13205293600706058
mistral_open,gemini,Play playlist on shuffle mode,0.43893506914528807
mistral_open,gemini,Rate movies,0.5153768484658897
mistral_open,gemini,Search for offer on item,0.042675708239189945
mistral_open,gemini,Watch streams,0.1541477344539324
mistral_open,gemini,Write notes,0.4328387367481472
mistral_open,anthropic,Access to podcasts,0.7004354014102979
mistral_open,anthropic,Broadcast messages to multiple contacts,0.4473398334902915
mistral_open,anthropic,Build photo collage,0.2137192452087957
mistral_open,anthropic,Collaborate with others,0.5198449526108421
mistral_open,anthropic,Go Live,0.3029333428245549
mistral_open,anthropic,Keeping up with friends,0.4549622645280311
mistral_open,anthropic,Photo effects,0.23159610477724515
mistral_open,anthropic,Play games,0.3916424203540558
mistral_open,anthropic,Play playlist on shuffle mode,0.7940244591090116
mistral_open,anthropic,Rate movies,0.4907647380843569
mistral_open,anthropic,Search for offer on item,0.06034169314075451
mistral_open,anthropic,Watch streams,0.5988535066740304
mistral_open,anthropic,Write notes,0.3278677738279854
mistral_open,mistral,Access to podcasts,0.7098115701394979
mistral_open,mistral,Broadcast messages to multiple contacts,0.7747444365105045
mistral_open,mistral,Build photo collage,0.280021970952661
mistral_open,mistral,Collaborate with others,0.5386218774367754
mistral_open,mistral,Go Live,0.3182200470665323
mistral_open,mistral,Keeping up with friends,0.6060720494113546
mistral_open,mistral,Photo effects,0.26375536035533453
mistral_open,mistral,Play games,0.29556782292975153
mistral_open,mistral,Play playlist on shuffle mode,0.8315542978745725
mistral_open,mistral,Rate movies,0.5984343887040441
mistral_open,mistral,Search for offer on item,0.05282678459792103
mistral_open,mistral,Watch streams,0.74359137918289
mistral_open,mistral,Write notes,0.5905048631365784
deepseekr1_8b,openai,Access to movies,0.7665844673361403
deepseekr1_8b,openai,Access to podcasts,0.6694087404497551
deepseekr1_8b,openai,Broadcast messages to multiple contacts,0.5178620637338406
deepseekr1_8b,openai,Build photo collage,0.27594463029565747
deepseekr1_8b,openai,Collaborate with others,0.5195972463907486
deepseekr1_8b,openai,Go Live,0.08218509232004305
deepseekr1_8b,openai,Keeping up with friends,0.32658330736219
deepseekr1_8b,openai,List items for sale,0.5312486942542213
deepseekr1_8b,openai,Photo effects,0.23571972990888845
deepseekr1_8b,openai,Play games,0.0
deepseekr1_8b,openai,Play playlist on shuffle mode,0.7860577272890081
deepseekr1_8b,openai,Rate movies,0.20984085844558634
deepseekr1_8b,openai,Search for offer on item,0.16826426627347701
deepseekr1_8b,openai,Send files,0.32549891993676533
deepseekr1_8b,openai,Watch streams,0.14669727081618486
deepseekr1_8b,openai,Write notes,0.6162169760902108
deepseekr1_8b,gemini,Access to movies,0.6643236445059548
deepseekr1_8b,gemini,Access to podcasts,0.4971463031108958
deepseekr1_8b,gemini,Broadcast messages to multiple contacts,0.13784612775126642
deepseekr1_8b,gemini,Build photo collage,0.1159051757911161
deepseekr1_8b,gemini,Collaborate with others,0.5433595049534236
deepseekr1_8b,gemini,Go Live,0.0987744791862346
deepseekr1_8b,gemini,Keeping up with friends,0.5031117633916434
deepseekr1_8b,gemini,List items for sale,0.5415647657605138
deepseekr1_8b,gemini,Photo effects,0.17552452276695918
deepseekr1_8b,gemini,Play games,0.14590369219402774
deepseekr1_8b,gemini,Play playlist on shuffle mode,0.4496045940000635
deepseekr1_8b,gemini,Rate movies,0.5013861763028732
deepseekr1_8b,gemini,Search for offer on item,0.13269188979306748
deepseekr1_8b,gemini,Send files,0.3250405968954221
deepseekr1_8b,gemini,Watch streams,0.2140074452671393
deepseekr1_8b,gemini,Write notes,0.6166409013420308
deepseekr1_8b,anthropic,Access to movies,0.7845311606128409
deepseekr1_8b,anthropic,Access to podcasts,0.6876482208521669
deepseekr1_8b,anthropic,Broadcast messages to multiple contacts,0.4224170266923364
deepseekr1_8b,anthropic,Build photo collage,0.30774289718412656
deepseekr1_8b,anthropic,Collaborate with others,0.6455949485312625
deepseekr1_8b,anthropic,Go Live,0.7474322813078659
deepseekr1_8b,anthropic,Keeping up with friends,0.476921335158674
deepseekr1_8b,anthropic,List items for sale,0.6153926747484322
deepseekr1_8b,anthropic,Photo effects,0.2953835894964633
deepseekr1_8b,anthropic,Play games,0.3123042008277025
deepseekr1_8b,anthropic,Play playlist on shuffle mode,0.8303885555304792
deepseekr1_8b,anthropic,Rate movies,0.5265866355822484
deepseekr1_8b,anthropic,Search for offer on item,0.2910357850301322
deepseekr1_8b,anthropic,Send files,0.3382372614469017
deepseekr1_8b,anthropic,Watch streams,0.5962221346400057
deepseekr1_8b,anthropic,Write notes,0.6450038849623572
deepseekr1_8b,mistral,Access to movies,0.8025610118244674
deepseekr1_8b,mistral,Access to podcasts,0.6758805294875149
deepseekr1_8b,mistral,Broadcast messages to multiple contacts,0.6987036349761487
deepseekr1_8b,mistral,Build photo collage,0.40802945652360123
deepseekr1_8b,mistral,Collaborate with others,0.5880175654957204
deepseekr1_8b,mistral,Go Live,0.4391795102806184
deepseekr1_8b,mistral,Keeping up with friends,0.610547624014194
deepseekr1_8b,mistral,List items for sale,0.571585192321825
deepseekr1_8b,mistral,Photo effects,0.25777000102595976
deepseekr1_8b,mistral,Play games,0.4102213144892475
deepseekr1_8b,mistral,Play playlist on shuffle mode,0.8478096406493301
deepseekr1_8b,mistral,Rate movies,0.5302293699328405
deepseekr1_8b,mistral,Search for offer on item,0.27206118929927664
deepseekr1_8b,mistral,Send files,0.05351243406627664
deepseekr1_8b,mistral,Watch streams,0.6817541907616971
deepseekr1_8b,mistral,Write notes,0.6832817782928292
openai,gemini,Access to movies,0.7059627527360673
openai,gemini,Access to podcasts,0.5420383553151659
openai,gemini,Broadcast messages to multiple contacts,0.1609265013491422
openai,gemini,Build photo collage,0.17832026567981277
openai,gemini,Collaborate with others,0.7386991288124622
openai,gemini,Go Live,0.6829098469129942
openai,gemini,Keeping up with friends,0.38852859592375105
openai,gemini,List items for sale,0.6363008799737301
openai,gemini,Photo effects,0.37569099935001576
openai,gemini,Play games,0.0005818001704822363
openai,gemini,Play playlist on shuffle mode,0.40776651377167433
openai,gemini,Rate movies,0.2931116746196173
openai,gemini,Search for offer on item,0.3797393400070774
openai,gemini,Send files,0.5494990686854478
openai,gemini,Watch streams,0.20548361809583982
openai,gemini,Write notes,0.6651436609978246
openai,anthropic,Access to movies,0.8362216883953293
openai,anthropic,Access to podcasts,0.8249509040129281
openai,anthropic,Broadcast messages to multiple contacts,0.3715899770063054
openai,anthropic,Build photo collage,0.4449915471515322
openai,anthropic,Collaborate with others,0.7006962994133761
openai,anthropic,Go Live,0.09587546475166663
openai,anthropic,Keeping up with friends,0.5573230140628204
openai,anthropic,List items for sale,0.5864292550609714
openai,anthropic,Photo effects,0.3722360234323036
openai,anthropic,Play games,0.00012660392848494868
openai,anthropic,Play playlist on shuffle mode,0.7812552989204868
openai,anthropic,Rate movies,0.2905154427885083
openai,anthropic,Search for offer on item,0.3149572268242265
openai,anthropic,Send files,0.5462282040312156
openai,anthropic,Watch streams,0.19495718959471603
openai,anthropic,Write notes,0.475820622792292
openai,mistral,Access to movies,0.8784281521417977
openai,mistral,Access to podcasts,0.8378095195649403
openai,mistral,Broadcast messages to multiple contacts,0.511363890963219
openai,mistral,Build photo collage,0.3095487991026111
openai,mistral,Collaborate with others,0.5920438648942747
openai,mistral,Go Live,0.1902117933278923
openai,mistral,Keeping up with friends,0.48120495134803853
openai,mistral,List items for sale,0.642189007559268
openai,mistral,Photo effects,0.40311422303000816
openai,mistral,Play games,0.00023471897880411233
openai,mistral,Play playlist on shuffle mode,0.8600521719681063
openai,mistral,Rate movies,0.2527325979271894
openai,mistral,Search for offer on item,0.3086635207644946
openai,mistral,Send files,0.1512654939225024
openai,mistral,Watch streams,0.1892630074641411
openai,mistral,Write notes,0.676370523086654
gemini,anthropic,Access to movies,0.6460758533056095
gemini,anthropic,Access to podcasts,0.6174876157941201
gemini,anthropic,Broadcast messages to multiple contacts,0.1787951930562822
gemini,anthropic,Build photo collage,0.22054307971781756
gemini,anthropic,Collaborate with others,0.7293257924040917
gemini,anthropic,Go Live,0.10995838281599882
gemini,anthropic,Keeping up with friends,0.5096217120422898
gemini,anthropic,List items for sale,0.6342121795821751
gemini,anthropic,Photo effects,0.3567967808446667
gemini,anthropic,Play games,0.15369799628551653
gemini,anthropic,Play playlist on shuffle mode,0.46418133708553877
gemini,anthropic,Rate movies,0.6398437767254275
gemini,anthropic,Search for offer on item,0.2405540945051551
gemini,anthropic,Send files,0.5265181484643618
gemini,anthropic,Watch streams,0.39205625135035255
gemini,anthropic,Write notes,0.47219071384468203
gemini,mistral,Access to movies,0.6685076975118911
gemini,mistral,Access to podcasts,0.520118696656769
gemini,mistral,Broadcast messages to multiple contacts,0.14499072355600895
gemini,mistral,Build photo collage,0.2743562311664104
gemini,mistral,Collaborate with others,0.664354633526218
gemini,mistral,Go Live,0.30566566792121547
gemini,mistral,Keeping up with friends,0.536632019902163
gemini,mistral,List items for sale,0.6707474055184811
gemini,mistral,Photo effects,0.41034903948491924
gemini,mistral,Play games,0.1641824325410176
gemini,mistral,Play playlist on shuffle mode,0.4579657452059964
gemini,mistral,Rate movies,0.632001038953105
gemini,mistral,Search for offer on item,0.20694323309548157
gemini,mistral,Send files,0.11215403807079875
gemini,mistral,Watch streams,0.27714913712979533
gemini,mistral,Write notes,0.601253456418473
anthropic,mistral,Access to movies,0.8737525327390212
anthropic,mistral,Access to podcasts,0.8107428921679823
anthropic,mistral,Broadcast messages to multiple contacts,0.4525677819596579
anthropic,mistral,Build photo collage,0.41109728137134577
anthropic,mistral,Collaborate with others,0.7046516148953675
anthropic,mistral,Go Live,0.4489987250974425
anthropic,mistral,Keeping up with friends,0.6652755060939151
anthropic,mistral,List items for sale,0.5700636034794573
anthropic,mistral,Photo effects,0.5484364713940675
anthropic,mistral,Play games,0.4550057335049945
anthropic,mistral,Play playlist on shuffle mode,0.833632877540382
anthropic,mistral,Rate movies,0.6141048482179592
anthropic,mistral,Search for offer on item,0.5103111631858529
anthropic,mistral,Send files,0.18211060855159522
anthropic,mistral,Watch streams,0.7514349842115223
anthropic,mistral,Write notes,0.5152082288398888
