open_model,proprietary_model,feature,rbo
gemma3_4b,gemini,Create collages,0.19393388847828977
gemma3_4b,gemini,Create playlists,0.781111914389371
gemma3_4b,gemini,Currency converter,0.09555613622506341
gemma3_4b,gemini,Customize interface settings,0.25057890922153037
gemma3_4b,gemini,Customize themes,0.020089590798956426
gemma3_4b,gemini,Diet planning,0.6791917373477291
gemma3_4b,gemini,Discover new people,0.30734429062684315
gemma3_4b,gemini,Download books,0.377576481552291
gemma3_4b,gemini,Download content for offline use,0.33438650499444206
gemma3_4b,gemini,Edit audio files,0.15632136655578624
gemma3_4b,gemini,File management,0.1689384189429527
gemma3_4b,gemini,Financial calculators,5.560711439101256e-05
gemma3_4b,gemini,Find nearby places,0.4705694005347135
gemma3_4b,gemini,Follow training plans,0.3430549550486849
gemma3_4b,gemini,Follow users,0.509955103507274
gemma3_4b,gemini,Get audio coaching,0.014204938708117096
gemma3_4b,gemini,Highlight text,0.028284135166597314
gemma3_4b,gemini,Listen to interviews,0.22466622385717822
gemma3_4b,gemini,Manage shopping cart,0.3573296456318173
gemma3_4b,gemini,Monitor heart rate,0.3567208037510737
gemma3_4b,gemini,Offline learning,0.3530047783982265
gemma3_4b,gemini,Pay bills,0.10444089880948598
gemma3_4b,gemini,Pay credit card bills,0.03147091550714816
gemma3_4b,gemini,Personalized news feed,0.7476552238334153
gemma3_4b,gemini,Photo editing tools,0.3738948634253875
gemma3_4b,gemini,Post content updates,0.6571063164291716
gemma3_4b,gemini,Private chat with users,0.5996344044678722
gemma3_4b,gemini,Read articles offline,0.4759833668977174
gemma3_4b,gemini,Read ebooks,0.442215834376206
gemma3_4b,gemini,Real-time messaging,0.7638065014758362
gemma3_4b,gemini,Real-time traffic updates,0.6751788993224207
gemma3_4b,gemini,Receive daily promotions,0.016149515508501334
gemma3_4b,gemini,Receive money,0.6322002357339956
gemma3_4b,gemini,Receive news notifications,0.44720717226670276
gemma3_4b,gemini,Receive payment receipts,0.08401711771378986
gemma3_4b,gemini,Receive push notifications,0.47204810966653254
gemma3_4b,gemini,Record audio,0.19314483917540654
gemma3_4b,gemini,Remittances overseas,0.35433152153891806
gemma3_4b,gemini,Save favorite locations,0.36278341960848054
gemma3_4b,gemini,Save images locally,0.1323941197083172
gemma3_4b,gemini,Schedule payments,0.14294700187308074
gemma3_4b,gemini,Search for products,0.4562971740752309
gemma3_4b,gemini,Search news topics,0.7631631777577962
gemma3_4b,gemini,Search with suggestions,0.14989803153346018
gemma3_4b,gemini,Search within books,0.4451812540364359
gemma3_4b,gemini,Secure checkout,0.16155555897187868
gemma3_4b,gemini,Send messages,0.7850703875509792
gemma3_4b,gemini,Send money to anyone,0.7370061826367301
gemma3_4b,gemini,Set fitness goals,0.3705498608074742
gemma3_4b,gemini,Set wallpapers,0.5616820273737124
gemma3_4b,gemini,Share content on social networks,0.6044013578520373
gemma3_4b,gemini,Share edited photos,0.21990252920818346
gemma3_4b,gemini,Share media,0.09860022834061515
gemma3_4b,gemini,Share payments,0.5110381927192557
gemma3_4b,gemini,Share photos and videos,0.744551119235213
gemma3_4b,gemini,Store bill details securely,0.12903384815586655
gemma3_4b,gemini,Stream music,0.7945025742882035
gemma3_4b,gemini,Sync across devices,0.42227993848966555
gemma3_4b,gemini,Sync reading progress,0.24762921875235253
gemma3_4b,gemini,Take quizzes,0.25100492029814353
gemma3_4b,gemini,Track learning progress,0.4324344191326927
gemma3_4b,gemini,Track order delivery status,0.0
gemma3_4b,gemini,Track routes on map,0.31620400580672636
gemma3_4b,gemini,Track taxi location,0.6017144020181291
gemma3_4b,gemini,Track weight,0.5901173506564613
gemma3_4b,gemini,Track workouts,0.20781767657748104
gemma3_4b,gemini,Transfer money,0.6754361340284508
gemma3_4b,gemini,Turn-by-turn navigation,0.7802915373245319
gemma3_4b,gemini,Video quality control,0.005502411535941455
gemma3_4b,gemini,View account balances,0.17057747607134158
gemma3_4b,gemini,View maps offline,0.3663482877188033
gemma3_4b,gemini,View product reviews,0.23132580682304177
gemma3_4b,gemini,View progress charts,0.39198384385109464
gemma3_4b,gemini,View transaction history,0.02287560805711012
gemma3_4b,gemini,Watch lectures,0.5816727004354312
gemma3_4b,gemini,Watch live TV,0.6671514363455828
gemma3_4b,gemini,Watch videos,0.6572453632878158
gemma3_4b,gemini,Weather forecast,0.46503001734041116
gemma3_4b,anthropic,Access breaking news,0.607804379002616
gemma3_4b,anthropic,Access courses,0.7762865702530312
gemma3_4b,anthropic,Access subtitles,0.3398974288334498
gemma3_4b,anthropic,Activate cards for overseas usage,0.017353536847676897
gemma3_4b,anthropic,Add items to wishlist,0.5739047957134906
gemma3_4b,anthropic,Adjust image settings,0.37504450018377844
gemma3_4b,anthropic,Apply filters and effects,0.431391828413934
gemma3_4b,anthropic,Audio playback controls,0.8529549421270388
gemma3_4b,anthropic,Automatic wallpaper rotation,0.11484679931460211
gemma3_4b,anthropic,Backup and restore data,0.31147057334115574
gemma3_4b,anthropic,Barcode scanning for items,0.028809900185170247
gemma3_4b,anthropic,Book taxis,0.64226241296135
gemma3_4b,anthropic,Bookmark articles,0.53056406251402
gemma3_4b,anthropic,Browse by categories,0.37344157015663204
gemma3_4b,anthropic,Browse by category,0.23807123423483456
gemma3_4b,anthropic,Calculate fares,0.5781434806257113
gemma3_4b,anthropic,Calorie tracking,0.6963583022417761
gemma3_4b,anthropic,Change fonts,0.00011891485848964156
gemma3_4b,anthropic,Check public transport routes,0.5899487775945281
gemma3_4b,anthropic,Comment on posts,0.7245987434402044
gemma3_4b,anthropic,Compare prices,0.2939003203280799
gemma3_4b,anthropic,Create collages,0.3666239673161402
gemma3_4b,anthropic,Create playlists,0.8152578897557333
gemma3_4b,anthropic,Currency converter,0.1253213985009025
gemma3_4b,anthropic,Customize interface settings,0.2082831969441906
gemma3_4b,anthropic,Customize themes,0.014612269380465628
gemma3_4b,anthropic,Diet planning,0.6984857509926043
gemma3_4b,anthropic,Discover new people,0.2524783972213266
gemma3_4b,anthropic,Download books,0.3573422141550962
gemma3_4b,anthropic,Download content for offline use,0.5965760318482918
gemma3_4b,anthropic,Edit audio files,0.3018301249627066
gemma3_4b,anthropic,File management,0.1076235335988744
gemma3_4b,anthropic,Financial calculators,3.707140959400837e-05
gemma3_4b,anthropic,Find nearby places,0.4013264648401607
gemma3_4b,anthropic,Follow training plans,0.3363814867330365
gemma3_4b,anthropic,Follow users,0.5888488009090522
gemma3_4b,anthropic,Get audio coaching,0.020192160958806257
gemma3_4b,anthropic,Highlight text,0.015973375292148564
gemma3_4b,anthropic,Listen to interviews,0.2335162109119024
gemma3_4b,anthropic,Manage shopping cart,0.36905802590067865
gemma3_4b,anthropic,Monitor heart rate,0.38803213802335274
gemma3_4b,anthropic,Offline learning,0.28085459989106554
gemma3_4b,anthropic,Pay bills,0.08491463782871939
gemma3_4b,anthropic,Pay credit card bills,0.0033313436078900817
gemma3_4b,anthropic,Personalized news feed,0.800883074187439
gemma3_4b,anthropic,Photo editing tools,0.6286373035494109
gemma3_4b,anthropic,Post content updates,0.7291137082037978
gemma3_4b,anthropic,Private chat with users,0.48595548371614955
gemma3_4b,anthropic,Read articles offline,0.4925341300495318
gemma3_4b,anthropic,Read ebooks,0.5093857766668074
gemma3_4b,anthropic,Real-time messaging,0.8532508573196307
gemma3_4b,anthropic,Real-time traffic updates,0.7375775464457268
gemma3_4b,anthropic,Receive daily promotions,0.02079854021803136
gemma3_4b,anthropic,Receive money,0.6343331906523852
gemma3_4b,anthropic,Receive news notifications,0.6246645507624576
gemma3_4b,anthropic,Receive payment receipts,0.08520510537372931
gemma3_4b,anthropic,Receive push notifications,0.543429436684387
gemma3_4b,anthropic,Record audio,0.27245752641967913
gemma3_4b,anthropic,Remittances overseas,0.4534319991427025
gemma3_4b,anthropic,Save favorite locations,0.3883393041034002
gemma3_4b,anthropic,Save images locally,0.3130213937659612
gemma3_4b,anthropic,Schedule payments,0.5144409158908606
gemma3_4b,anthropic,Search for products,0.5053666384553589
gemma3_4b,anthropic,Search news topics,0.7813720610103628
gemma3_4b,anthropic,Search with suggestions,0.07925836080999869
gemma3_4b,anthropic,Search within books,0.3683798383260066
gemma3_4b,anthropic,Secure checkout,0.12106136837961483
gemma3_4b,anthropic,Send messages,0.8169057623643701
gemma3_4b,anthropic,Send money to anyone,0.670200205215339
gemma3_4b,anthropic,Set fitness goals,0.4848049143027447
gemma3_4b,anthropic,Set wallpapers,0.37223927759468817
gemma3_4b,anthropic,Share content on social networks,0.5533005141142746
gemma3_4b,anthropic,Share edited photos,0.10445859739753378
gemma3_4b,anthropic,Share media,0.038849634131413284
gemma3_4b,anthropic,Share payments,0.6690266595109313
gemma3_4b,anthropic,Share photos and videos,0.776151346937926
gemma3_4b,anthropic,Store bill details securely,0.12056119967361777
gemma3_4b,anthropic,Stream music,0.8154587940617801
gemma3_4b,anthropic,Sync across devices,0.40948798530786035
gemma3_4b,anthropic,Sync reading progress,0.3472484584600479
gemma3_4b,anthropic,Take quizzes,0.20368249682708245
gemma3_4b,anthropic,Track learning progress,0.46237029595475043
gemma3_4b,anthropic,Track order delivery status,0.3263796810135711
gemma3_4b,anthropic,Track routes on map,0.2306378610233749
gemma3_4b,anthropic,Track taxi location,0.6037726050340797
gemma3_4b,anthropic,Track weight,0.5943847304509216
gemma3_4b,anthropic,Track workouts,0.3349502915887435
gemma3_4b,anthropic,Transfer money,0.6904876113269871
gemma3_4b,anthropic,Turn-by-turn navigation,0.7702473585132935
gemma3_4b,anthropic,Video quality control,0.0
gemma3_4b,anthropic,View account balances,0.21813350840225174
gemma3_4b,anthropic,View maps offline,0.43771818251037614
gemma3_4b,anthropic,View product reviews,0.3365323551588325
gemma3_4b,anthropic,View progress charts,0.4908684597782957
gemma3_4b,anthropic,View transaction history,0.04243949487198069
gemma3_4b,anthropic,Watch lectures,0.5790975617783808
gemma3_4b,anthropic,Watch live TV,0.7149684739210467
gemma3_4b,anthropic,Watch videos,0.7623726661689176
gemma3_4b,anthropic,Weather forecast,0.48373750695035467
gemma3_4b,mistral,Access breaking news,0.2818056267334248
gemma3_4b,mistral,Access courses,0.8016675564941863
gemma3_4b,mistral,Access subtitles,0.6423212553443101
gemma3_4b,mistral,Activate cards for overseas usage,0.03572469139617834
gemma3_4b,mistral,Add items to wishlist,0.5830050289469922
gemma3_4b,mistral,Adjust image settings,0.35680023859842414
gemma3_4b,mistral,Apply filters and effects,0.39085103050585146
gemma3_4b,mistral,Audio playback controls,0.8572321130329612
gemma3_4b,mistral,Automatic wallpaper rotation,0.19458057379251936
gemma3_4b,mistral,Backup and restore data,0.3456532690091151
gemma3_4b,mistral,Barcode scanning for items,0.01114413201834159
gemma3_4b,mistral,Book taxis,0.5817233986347218
gemma3_4b,mistral,Bookmark articles,0.6094438953937927
gemma3_4b,mistral,Browse by categories,0.0007164949223240502
gemma3_4b,mistral,Browse by category,0.0
gemma3_4b,mistral,Calculate fares,0.6012082082308824
gemma3_4b,mistral,Calorie tracking,0.6444968862522703
gemma3_4b,mistral,Change fonts,0.0
gemma3_4b,mistral,Check public transport routes,0.6034108491661233
gemma3_4b,mistral,Comment on posts,0.5738690212131917
gemma3_4b,mistral,Compare prices,0.3058754180394109
gemma3_4b,mistral,Create collages,0.29441284256280625
gemma3_4b,mistral,Create playlists,0.8152474732328711
gemma3_4b,mistral,Currency converter,0.1565318648527045
gemma3_4b,mistral,Customize interface settings,0.4236705267271435
gemma3_4b,mistral,Customize themes,0.01960143504611851
gemma3_4b,mistral,Diet planning,0.6606479277640258
gemma3_4b,mistral,Discover new people,0.22508795107543192
gemma3_4b,mistral,Download books,0.341490624743376
gemma3_4b,mistral,Download content for offline use,0.602607218586205
gemma3_4b,mistral,Edit audio files,0.2745891371585335
gemma3_4b,mistral,File management,0.23873564943811115
gemma3_4b,mistral,Financial calculators,0.023171075282603572
gemma3_4b,mistral,Find nearby places,0.44628153746726684
gemma3_4b,mistral,Follow training plans,0.44184122155376426
gemma3_4b,mistral,Follow users,0.620087586886623
gemma3_4b,mistral,Get audio coaching,0.015779094946281224
gemma3_4b,mistral,Highlight text,0.050155365227483116
gemma3_4b,mistral,Listen to interviews,0.24026776078259285
gemma3_4b,mistral,Manage shopping cart,0.3873637553780553
gemma3_4b,mistral,Monitor heart rate,0.40191861799698236
gemma3_4b,mistral,Offline learning,0.3566716910392325
gemma3_4b,mistral,Pay bills,0.08900403391881763
gemma3_4b,mistral,Pay credit card bills,0.27444972695878844
gemma3_4b,mistral,Personalized news feed,0.5909176555476785
gemma3_4b,mistral,Photo editing tools,0.6389778846748682
gemma3_4b,mistral,Post content updates,0.6639060211399478
gemma3_4b,mistral,Private chat with users,0.4802568364226278
gemma3_4b,mistral,Read articles offline,0.4910499920810796
gemma3_4b,mistral,Read ebooks,0.3764650312846802
gemma3_4b,mistral,Real-time messaging,0.7416854661305214
gemma3_4b,mistral,Real-time traffic updates,0.6208264423730049
gemma3_4b,mistral,Receive daily promotions,0.02125470541774353
gemma3_4b,mistral,Receive money,0.6535080839117358
gemma3_4b,mistral,Receive news notifications,0.1745573401575491
gemma3_4b,mistral,Receive payment receipts,0.12163630119573686
gemma3_4b,mistral,Receive push notifications,0.48183762492921545
gemma3_4b,mistral,Record audio,0.154794673632309
gemma3_4b,mistral,Remittances overseas,0.5873699379689189
gemma3_4b,mistral,Save favorite locations,0.35406602221858074
gemma3_4b,mistral,Save images locally,0.3766994293122313
gemma3_4b,mistral,Schedule payments,0.37518232798446166
gemma3_4b,mistral,Search for products,0.36160618942695855
gemma3_4b,mistral,Search news topics,0.7986489002702704
gemma3_4b,mistral,Search with suggestions,0.08696613163391392
gemma3_4b,mistral,Search within books,0.3457509741646808
gemma3_4b,mistral,Secure checkout,0.2568975276874057
gemma3_4b,mistral,Send messages,0.7349762377829784
gemma3_4b,mistral,Send money to anyone,0.7506763224165273
gemma3_4b,mistral,Set fitness goals,0.42138841251784465
gemma3_4b,mistral,Set wallpapers,0.3815903272122366
gemma3_4b,mistral,Share content on social networks,0.5113289574839803
gemma3_4b,mistral,Share edited photos,0.41868944403083325
gemma3_4b,mistral,Share media,0.03667419133227409
gemma3_4b,mistral,Share payments,0.5749814296617485
gemma3_4b,mistral,Share photos and videos,0.7265026866462299
gemma3_4b,mistral,Store bill details securely,0.004895069546295583
gemma3_4b,mistral,Stream music,0.794732837990168
gemma3_4b,mistral,Sync across devices,0.31483311419921856
gemma3_4b,mistral,Sync reading progress,0.3181523547557348
gemma3_4b,mistral,Take quizzes,0.2652852733150058
gemma3_4b,mistral,Track learning progress,0.47272819426997886
gemma3_4b,mistral,Track order delivery status,0.16658184813250154
gemma3_4b,mistral,Track routes on map,0.3666339111421415
gemma3_4b,mistral,Track taxi location,0.5352632540574119
gemma3_4b,mistral,Track weight,0.5499954240842388
gemma3_4b,mistral,Track workouts,0.39503719398612236
gemma3_4b,mistral,Transfer money,0.694224575676209
gemma3_4b,mistral,Turn-by-turn navigation,0.7578061386873253
gemma3_4b,mistral,Video quality control,0.08271377509372728
gemma3_4b,mistral,View account balances,0.07515253798263402
gemma3_4b,mistral,View maps offline,0.3058353057049768
gemma3_4b,mistral,View product reviews,0.4208625222653775
gemma3_4b,mistral,View progress charts,0.551100563459638
gemma3_4b,mistral,View transaction history,0.04352272523685911
gemma3_4b,mistral,Watch lectures,0.6665969454337948
gemma3_4b,mistral,Watch live TV,0.6275851441303533
gemma3_4b,mistral,Watch videos,0.6334526246120344
gemma3_4b,mistral,Weather forecast,0.5922785335414982
qwen3_8b,openai,Access breaking news,0.4503652182844513
qwen3_8b,openai,Access courses,0.7792009806223065
qwen3_8b,openai,Access subtitles,0.44626160104943513
qwen3_8b,openai,Activate cards for overseas usage,0.19518692044103583
qwen3_8b,openai,Add items to wishlist,0.5500214088465709
qwen3_8b,openai,Adjust image settings,0.3618383460414661
qwen3_8b,openai,Apply filters and effects,0.5495741091025781
qwen3_8b,openai,Audio playback controls,0.528650408403809
qwen3_8b,openai,Automatic wallpaper rotation,0.011792382814795886
qwen3_8b,openai,Backup and restore data,0.4239390275601048
qwen3_8b,openai,Barcode scanning for items,0.12817373311751587
qwen3_8b,openai,Book taxis,0.7220828321540648
qwen3_8b,openai,Bookmark articles,0.5039557953533993
qwen3_8b,openai,Browse by categories,0.36078964250108664
qwen3_8b,openai,Browse by category,0.292966334110582
qwen3_8b,openai,Calculate fares,0.7035930126429321
qwen3_8b,openai,Calorie tracking,0.5220387320085258
qwen3_8b,openai,Change fonts,0.007020805825756342
qwen3_8b,openai,Check public transport routes,0.6791243784659278
qwen3_8b,openai,Comment on posts,0.7114108158233968
qwen3_8b,openai,Compare prices,0.40823648753197767
qwen3_8b,openai,Create collages,0.43549042138668875
qwen3_8b,openai,Create playlists,0.7281216833189988
qwen3_8b,openai,Currency converter,0.10819122080568269
qwen3_8b,openai,Customize interface settings,0.331487487981086
qwen3_8b,openai,Customize themes,0.18715050666950497
qwen3_8b,openai,Diet planning,0.5123880031750343
qwen3_8b,openai,Discover new people,0.6359125070284742
qwen3_8b,openai,Download books,0.4163809100265812
qwen3_8b,openai,Download content for offline use,0.15711702042611445
qwen3_8b,openai,Edit audio files,0.193892777908504
qwen3_8b,openai,File management,0.32439154767397116
qwen3_8b,openai,Financial calculators,0.0027171020077275797
qwen3_8b,openai,Find nearby places,0.6852975280482201
qwen3_8b,openai,Follow training plans,0.3840573964888098
qwen3_8b,openai,Follow users,0.6725751330016663
qwen3_8b,openai,Get audio coaching,0.48396273343022833
qwen3_8b,openai,Highlight text,0.2508973037927959
qwen3_8b,openai,Listen to interviews,0.41979191615042466
qwen3_8b,openai,Manage shopping cart,0.39260168949123897
qwen3_8b,openai,Monitor heart rate,0.3499666810041703
qwen3_8b,openai,Offline learning,0.46587147370189913
qwen3_8b,openai,Pay bills,0.5115227543945247
qwen3_8b,openai,Pay credit card bills,0.1443919597736179
qwen3_8b,openai,Personalized news feed,0.451712395988553
qwen3_8b,openai,Photo editing tools,0.46962840068504264
qwen3_8b,openai,Post content updates,0.7246485267357299
qwen3_8b,openai,Private chat with users,0.46661857341902097
qwen3_8b,openai,Read articles offline,0.5401944584965379
qwen3_8b,openai,Read ebooks,0.3062995854578307
qwen3_8b,openai,Real-time messaging,0.731208603223967
qwen3_8b,openai,Real-time traffic updates,0.5338553493734379
qwen3_8b,openai,Receive daily promotions,0.19077570458700044
qwen3_8b,openai,Receive money,0.7098705635191354
qwen3_8b,openai,Receive news notifications,0.5154809130568245
qwen3_8b,openai,Receive payment receipts,0.38225563111697247
qwen3_8b,openai,Receive push notifications,0.6051640367244407
qwen3_8b,openai,Record audio,0.0046449700856217606
qwen3_8b,openai,Remittances overseas,0.4634313311543301
qwen3_8b,openai,Save favorite locations,0.6216811962894481
qwen3_8b,openai,Save images locally,0.23452701090790862
qwen3_8b,openai,Schedule payments,0.3695140380172958
qwen3_8b,openai,Search for products,0.6418491390506442
qwen3_8b,openai,Search news topics,0.5719260085319744
qwen3_8b,openai,Search with suggestions,0.3315625738266396
qwen3_8b,openai,Search within books,0.4132063630796675
qwen3_8b,openai,Secure checkout,0.3690331502344394
qwen3_8b,openai,Send messages,0.7540554471192332
qwen3_8b,openai,Send money to anyone,0.6127292387676089
qwen3_8b,openai,Set fitness goals,0.6402407348546277
qwen3_8b,openai,Set wallpapers,0.025064710968468025
qwen3_8b,openai,Share content on social networks,0.5442498040659841
qwen3_8b,openai,Share edited photos,0.27594191755594605
qwen3_8b,openai,Share media,0.6335181796449172
qwen3_8b,openai,Share payments,0.6609953425243371
qwen3_8b,openai,Share photos and videos,0.6875708456379289
qwen3_8b,openai,Store bill details securely,0.13108765622627255
qwen3_8b,openai,Stream music,0.8090730331172747
qwen3_8b,openai,Sync across devices,0.6538847862477529
qwen3_8b,openai,Sync reading progress,0.4343712903238923
qwen3_8b,openai,Take quizzes,0.4135631090081702
qwen3_8b,openai,Track learning progress,0.5841185950092465
qwen3_8b,openai,Track order delivery status,0.2731061974367417
qwen3_8b,openai,Track routes on map,0.37607293858896723
qwen3_8b,openai,Track taxi location,0.7348919567325118
qwen3_8b,openai,Track weight,0.5010262550749648
qwen3_8b,openai,Track workouts,0.36986190527603563
qwen3_8b,openai,Transfer money,0.6645841322831275
qwen3_8b,openai,Turn-by-turn navigation,0.6099026951922848
qwen3_8b,openai,Video quality control,0.27578187364068457
qwen3_8b,openai,View account balances,0.18399961955292277
qwen3_8b,openai,View maps offline,0.4208015737507088
qwen3_8b,openai,View product reviews,0.6055760647609985
qwen3_8b,openai,View progress charts,0.4842856851666607
qwen3_8b,openai,View transaction history,0.2673630533520126
qwen3_8b,openai,Watch lectures,0.6044214167696922
qwen3_8b,openai,Watch live TV,0.41037403370289127
qwen3_8b,openai,Watch videos,0.7299388838057286
qwen3_8b,openai,Weather forecast,0.4859850132525036
qwen3_8b,gemini,Access breaking news,0.4376091024757254
qwen3_8b,gemini,Access courses,0.7795876041501175
qwen3_8b,gemini,Access subtitles,0.3501085612357301
qwen3_8b,gemini,Activate cards for overseas usage,0.22567192784272536
qwen3_8b,gemini,Add items to wishlist,0.21633999225216818
qwen3_8b,gemini,Adjust image settings,0.3442122933496645
qwen3_8b,gemini,Apply filters and effects,0.5241105374908589
qwen3_8b,gemini,Audio playback controls,0.5601313217154974
qwen3_8b,gemini,Automatic wallpaper rotation,0.07566192949298413
qwen3_8b,gemini,Backup and restore data,0.548217045797685
qwen3_8b,gemini,Barcode scanning for items,0.09269959450098307
qwen3_8b,gemini,Book taxis,0.6980890308122079
qwen3_8b,gemini,Bookmark articles,0.5103391472980991
qwen3_8b,gemini,Browse by categories,0.3028006484812328
qwen3_8b,gemini,Browse by category,0.24100957992116678
qwen3_8b,gemini,Calculate fares,0.6634242675494306
qwen3_8b,gemini,Calorie tracking,0.4614488202767478
qwen3_8b,gemini,Change fonts,0.006486967625804069
qwen3_8b,gemini,Check public transport routes,0.6651716817130344
qwen3_8b,gemini,Comment on posts,0.5990104541459316
qwen3_8b,gemini,Compare prices,0.2676291101970378
qwen3_8b,gemini,Create collages,0.3058911779256391
qwen3_8b,gemini,Create playlists,0.7235802599912495
qwen3_8b,gemini,Currency converter,0.3785322448899741
qwen3_8b,gemini,Customize interface settings,0.28857851432426324
qwen3_8b,gemini,Customize themes,0.1481531482762134
qwen3_8b,gemini,Diet planning,0.48349224126466417
qwen3_8b,gemini,Discover new people,0.6739711438549663
qwen3_8b,gemini,Download books,0.3981905725432355
qwen3_8b,gemini,Download content for offline use,0.2376780204783017
qwen3_8b,gemini,Edit audio files,0.12660042835310037
qwen3_8b,gemini,File management,0.1916743785655939
qwen3_8b,gemini,Financial calculators,0.023104468604113623
qwen3_8b,gemini,Find nearby places,0.5507892171022117
qwen3_8b,gemini,Follow training plans,0.3670773921755523
qwen3_8b,gemini,Follow users,0.5556196134456487
qwen3_8b,gemini,Get audio coaching,0.10405235076070135
qwen3_8b,gemini,Highlight text,0.25127333481115804
qwen3_8b,gemini,Listen to interviews,0.38179112094278694
qwen3_8b,gemini,Manage shopping cart,0.3359882218285069
qwen3_8b,gemini,Monitor heart rate,0.34065928689078184
qwen3_8b,gemini,Offline learning,0.531397608816054
qwen3_8b,gemini,Pay bills,0.24809131035485588
qwen3_8b,gemini,Pay credit card bills,0.07906004576173381
qwen3_8b,gemini,Personalized news feed,0.4619829224599032
qwen3_8b,gemini,Photo editing tools,0.4545916935252151
qwen3_8b,gemini,Post content updates,0.6483361193807508
qwen3_8b,gemini,Private chat with users,0.5523967669530362
qwen3_8b,gemini,Read articles offline,0.547132269148221
qwen3_8b,gemini,Read ebooks,0.4718209895626708
qwen3_8b,gemini,Real-time messaging,0.7269117463242264
qwen3_8b,gemini,Real-time traffic updates,0.5431071203891118
qwen3_8b,gemini,Receive daily promotions,0.1707953323655839
qwen3_8b,gemini,Receive money,0.6993360225948908
qwen3_8b,gemini,Receive news notifications,0.43524929562073583
qwen3_8b,gemini,Receive payment receipts,0.3595031510045056
qwen3_8b,gemini,Receive push notifications,0.47592651557595317
qwen3_8b,gemini,Record audio,0.14215499611528729
qwen3_8b,gemini,Remittances overseas,0.3782373324129666
qwen3_8b,gemini,Save favorite locations,0.5925997588132749
qwen3_8b,gemini,Save images locally,0.20182252603870787
qwen3_8b,gemini,Schedule payments,0.15874854922295348
qwen3_8b,gemini,Search for products,0.45545022323051926
qwen3_8b,gemini,Search news topics,0.5527697331734241
qwen3_8b,gemini,Search with suggestions,0.2658864609551857
qwen3_8b,gemini,Search within books,0.4629175360773716
qwen3_8b,gemini,Secure checkout,0.13485816590238225
qwen3_8b,gemini,Send messages,0.7756347830248154
qwen3_8b,gemini,Send money to anyone,0.6184126804540919
qwen3_8b,gemini,Set fitness goals,0.5172684589532439
qwen3_8b,gemini,Set wallpapers,0.014045044189941578
qwen3_8b,gemini,Share content on social networks,0.39142207551953084
qwen3_8b,gemini,Share edited photos,0.2905065369020946
qwen3_8b,gemini,Share media,0.5705371174196793
qwen3_8b,gemini,Share payments,0.4561696874982081
qwen3_8b,gemini,Share photos and videos,0.678070085198128
qwen3_8b,gemini,Store bill details securely,0.11435833118023565
qwen3_8b,gemini,Stream music,0.8533056859133449
qwen3_8b,gemini,Sync across devices,0.2892889333027956
qwen3_8b,gemini,Sync reading progress,0.49500183386801416
qwen3_8b,gemini,Take quizzes,0.39423028058318865
qwen3_8b,gemini,Track learning progress,0.5453242202251114
qwen3_8b,gemini,Track order delivery status,0.0025104345160329223
qwen3_8b,gemini,Track routes on map,0.3105009953221416
qwen3_8b,gemini,Track taxi location,0.716929318928538
qwen3_8b,gemini,Track weight,0.4189946196982628
qwen3_8b,gemini,Track workouts,0.28892577551338433
qwen3_8b,gemini,Transfer money,0.5639365826258806
qwen3_8b,gemini,Turn-by-turn navigation,0.5926287634426769
qwen3_8b,gemini,Video quality control,0.005280134320399109
qwen3_8b,gemini,View account balances,0.22555849966503572
qwen3_8b,gemini,View maps offline,0.4584360000381947
qwen3_8b,gemini,View product reviews,0.25197144868660504
qwen3_8b,gemini,View progress charts,0.38304249275495167
qwen3_8b,gemini,View transaction history,0.2378070341432112
qwen3_8b,gemini,Watch lectures,0.6852959900573045
qwen3_8b,gemini,Watch live TV,0.41714166412927434
qwen3_8b,gemini,Watch videos,0.6531408763230013
qwen3_8b,gemini,Weather forecast,0.4181936493927313
qwen3_8b,anthropic,Access breaking news,0.5449374268407489
qwen3_8b,anthropic,Access courses,0.7913107785758885
qwen3_8b,anthropic,Access subtitles,0.4263494499719274
qwen3_8b,anthropic,Activate cards for overseas usage,0.18617610231546983
qwen3_8b,anthropic,Add items to wishlist,0.4424180467529717
qwen3_8b,anthropic,Adjust image settings,0.3553091122094079
qwen3_8b,anthropic,Apply filters and effects,0.37907511465856514
qwen3_8b,anthropic,Audio playback controls,0.6085308866068506
qwen3_8b,anthropic,Automatic wallpaper rotation,0.1332887039835793
qwen3_8b,anthropic,Backup and restore data,0.3284498311816856
qwen3_8b,anthropic,Barcode scanning for items,0.2945227473187457
qwen3_8b,anthropic,Book taxis,0.6810848593555862
qwen3_8b,anthropic,Bookmark articles,0.5369694822080737
qwen3_8b,anthropic,Browse by categories,0.19800516931594017
qwen3_8b,anthropic,Browse by category,0.163702562702362
qwen3_8b,anthropic,Calculate fares,0.6445121485442356
qwen3_8b,anthropic,Calorie tracking,0.5057952188702648
qwen3_8b,anthropic,Change fonts,0.0002581117203866661
qwen3_8b,anthropic,Check public transport routes,0.6937462475343437
qwen3_8b,anthropic,Comment on posts,0.6835759529831286
qwen3_8b,anthropic,Compare prices,0.3819379845860066
qwen3_8b,anthropic,Create collages,0.288714138816289
qwen3_8b,anthropic,Create playlists,0.7361306991353306
qwen3_8b,anthropic,Currency converter,0.4058363410761217
qwen3_8b,anthropic,Customize interface settings,0.21771768639373512
