model1,model2,feature,rbo
llama31_8b,deepseekr1_8b,Create collages,0.1300431936466793
llama31_8b,deepseekr1_8b,Adjust image settings,0.31323598873520775
llama31_8b,deepseekr1_8b,Save images locally,0.19159593429457775
llama31_8b,deepseekr1_8b,Share edited photos,0.19964271331787198
llama31_8b,deepseekr1_8b,Backup and restore data,0.4756473333825241
llama31_8b,deepseekr1_8b,Sync across devices,0.40861392022616433
llama31_8b,deepseekr1_8b,Search for products,0.3287645051770536
llama31_8b,deepseekr1_8b,Compare prices,0.15381711966359013
llama31_8b,deepseekr1_8b,Add items to wishlist,0.26269697607106685
llama31_8b,deepseekr1_8b,Secure checkout,0.3949724459296762
llama31_8b,deepseekr1_8b,Track order delivery status,0.02547921987097668
llama31_8b,deepseekr1_8b,Browse by category,0.12962449308359428
llama31_8b,deepseekr1_8b,View product reviews,0.36045308103574664
llama31_8b,deepseekr1_8b,Barcode scanning for items,0.15459719920886855
llama31_8b,deepseekr1_8b,Manage shopping cart,0.3619468084001602
llama31_8b,deepseekr1_8b,Receive daily promotions,0.010496757707697719
llama31_8b,deepseekr1_8b,Share photos and videos,0.7236541673440882
llama31_8b,deepseekr1_8b,Follow users,0.6927143854357155
llama31_8b,deepseekr1_8b,Post content updates,0.5697429475660158
llama31_8b,deepseekr1_8b,Share content on social networks,0.6319729245177966
llama31_8b,deepseekr1_8b,Discover new people,0.34903259102052686
llama31_8b,deepseekr1_8b,Comment on posts,0.6484973783214474
llama31_8b,deepseekr1_8b,Receive push notifications,0.4094663508502584
llama31_8b,deepseekr1_8b,File management,0.0571097057243838
llama31_8b,deepseekr1_8b,Search with suggestions,0.12760977586458527
llama31_8b,deepseekr1_8b,Book taxis,0.5563939076544027
llama31_8b,deepseekr1_8b,Track taxi location,0.2289520228274197
llama31_8b,deepseekr1_8b,Calculate fares,0.43469233834414456
llama31_8b,deepseekr1_8b,Share media,0.5348091005314121
llama31_8b,deepseekr1_8b,Access subtitles,0.3774064100806686
llama31_8b,deepseekr1_8b,Video quality control,0.14669082749067822
llama31_8b,deepseekr1_8b,Weather forecast,0.3910044325096594
gemma3_4b,qwen3_8b,Read ebooks,0.3263258506485297
gemma3_4b,qwen3_8b,Download books,0.440434452683953
gemma3_4b,qwen3_8b,Sync reading progress,0.2485752874531015
gemma3_4b,qwen3_8b,Highlight text,0.04037501510514325
gemma3_4b,qwen3_8b,Search within books,0.5110664604431161
gemma3_4b,qwen3_8b,Send messages,0.8325270996163756
gemma3_4b,qwen3_8b,Private chat with users,0.6266261271565403
gemma3_4b,qwen3_8b,Real-time messaging,0.8040557383520074
gemma3_4b,qwen3_8b,Access courses,0.7385337770069785
gemma3_4b,qwen3_8b,Watch lectures,0.5882611238264929
gemma3_4b,qwen3_8b,Take quizzes,0.22542424707572517
gemma3_4b,qwen3_8b,Track learning progress,0.5026422093579512
gemma3_4b,qwen3_8b,Offline learning,0.4317358684144693
gemma3_4b,qwen3_8b,Watch live TV,0.3809368698557536
gemma3_4b,qwen3_8b,Watch videos,0.6394911679716734
gemma3_4b,qwen3_8b,Transfer money,0.6290344086679803
gemma3_4b,qwen3_8b,Send money to anyone,0.6215157604459984
gemma3_4b,qwen3_8b,Receive money,0.5837001967795886
gemma3_4b,qwen3_8b,Pay bills,0.09935369418585685
gemma3_4b,qwen3_8b,Pay credit card bills,0.02599197502366303
gemma3_4b,qwen3_8b,Schedule payments,0.35846322691700244
gemma3_4b,qwen3_8b,Share payments,0.5024165020171729
gemma3_4b,qwen3_8b,View account balances,0.016124195894882953
gemma3_4b,qwen3_8b,View transaction history,0.03134498322001811
gemma3_4b,qwen3_8b,Receive payment receipts,0.13583615868904403
gemma3_4b,qwen3_8b,Store bill details securely,0.07958678161379464
gemma3_4b,qwen3_8b,Activate cards for overseas usage,0.011038181339885274
gemma3_4b,qwen3_8b,Currency converter,0.11679306446228463
gemma3_4b,qwen3_8b,Financial calculators,0.12712983007721806
gemma3_4b,qwen3_8b,Remittances overseas,0.22634283885625578
gemma3_4b,qwen3_8b,Track workouts,0.49414520610331986
gemma3_4b,qwen3_8b,Monitor heart rate,0.5244121917699189
gemma3_4b,qwen3_8b,Set fitness goals,0.4947885863608535
gemma3_4b,qwen3_8b,Track weight,0.5197529415458826
gemma3_4b,qwen3_8b,Follow training plans,0.35330407600457137
gemma3_4b,qwen3_8b,View progress charts,0.34372123238377383
gemma3_4b,qwen3_8b,Get audio coaching,0.04834116196428333
gemma3_4b,qwen3_8b,Track routes on map,0.5433089952983255
gemma3_4b,qwen3_8b,Diet planning,0.48144573033282
gemma3_4b,qwen3_8b,Calorie tracking,0.45054226143963044
gemma3_4b,qwen3_8b,Turn-by-turn navigation,0.5857323875617134
gemma3_4b,qwen3_8b,Find nearby places,0.48891389480633
gemma3_4b,qwen3_8b,View maps offline,0.41074113509211485
gemma3_4b,qwen3_8b,Check public transport routes,0.5548066771297155
gemma3_4b,qwen3_8b,Save favorite locations,0.32932964776464957
gemma3_4b,qwen3_8b,Real-time traffic updates,0.5282258955119604
gemma3_4b,qwen3_8b,Stream music,0.7560412187871377
gemma3_4b,qwen3_8b,Create playlists,0.7306419817984701
gemma3_4b,qwen3_8b,Download content for offline use,0.16634971556380823
gemma3_4b,qwen3_8b,Audio playback controls,0.6250968074431748
gemma3_4b,qwen3_8b,Record audio,0.14430681543649695
gemma3_4b,qwen3_8b,Edit audio files,0.13272202064744856
gemma3_4b,qwen3_8b,Access breaking news,0.448499886927394
gemma3_4b,qwen3_8b,Personalized news feed,0.4542043193041468
gemma3_4b,qwen3_8b,Read articles offline,0.42946529325121036
gemma3_4b,qwen3_8b,Bookmark articles,0.4894335275147083
gemma3_4b,qwen3_8b,Search news topics,0.6291821663151839
gemma3_4b,qwen3_8b,Listen to interviews,0.1761320188198963
gemma3_4b,qwen3_8b,Receive news notifications,0.5201178854380072
gemma3_4b,qwen3_8b,Browse by categories,0.22149831965474306
gemma3_4b,qwen3_8b,Set wallpapers,0.012065302221606768
gemma3_4b,qwen3_8b,Customize themes,0.018646492126156145
gemma3_4b,qwen3_8b,Change fonts,0.002416196501918734
gemma3_4b,qwen3_8b,Automatic wallpaper rotation,0.07251799250506025
gemma3_4b,qwen3_8b,Customize interface settings,0.2453008783593912
gemma3_4b,qwen3_8b,Photo editing tools,0.5465369932968744
gemma3_4b,qwen3_8b,Apply filters and effects,0.2539224399737024
gemma3_4b,qwen3_8b,Create collages,0.30708382901665604
gemma3_4b,qwen3_8b,Adjust image settings,0.40787237495996825
gemma3_4b,qwen3_8b,Save images locally,0.1927294544047779
gemma3_4b,qwen3_8b,Share edited photos,0.27799583789012255
gemma3_4b,qwen3_8b,Backup and restore data,0.33399572890528206
gemma3_4b,qwen3_8b,Sync across devices,0.32487019505583375
gemma3_4b,qwen3_8b,Search for products,0.18999599116434754
gemma3_4b,qwen3_8b,Compare prices,0.41801823232604746
gemma3_4b,qwen3_8b,Add items to wishlist,0.29094764670606926
gemma3_4b,qwen3_8b,Secure checkout,0.07485421518333547
gemma3_4b,qwen3_8b,Track order delivery status,0.5598744976992134
gemma3_4b,qwen3_8b,Browse by category,0.2744832412085944
gemma3_4b,qwen3_8b,View product reviews,0.622756840169277
gemma3_4b,qwen3_8b,Barcode scanning for items,0.02678231094170052
gemma3_4b,qwen3_8b,Manage shopping cart,0.17297890335523394
gemma3_4b,qwen3_8b,Receive daily promotions,0.02803974153750831
gemma3_4b,qwen3_8b,Share photos and videos,0.6382147307806628
gemma3_4b,qwen3_8b,Follow users,0.5878791445631134
gemma3_4b,qwen3_8b,Post content updates,0.72478282104801
gemma3_4b,qwen3_8b,Share content on social networks,0.46919638375859263
gemma3_4b,qwen3_8b,Discover new people,0.28661132781032567
gemma3_4b,qwen3_8b,Comment on posts,0.5959107216598913
gemma3_4b,qwen3_8b,Receive push notifications,0.4711064457546604
gemma3_4b,qwen3_8b,File management,0.04742291395232511
gemma3_4b,qwen3_8b,Search with suggestions,0.34473889633641924
gemma3_4b,qwen3_8b,Book taxis,0.5789931413003494
gemma3_4b,qwen3_8b,Track taxi location,0.5735790674850274
gemma3_4b,qwen3_8b,Calculate fares,0.5832688509811215
gemma3_4b,qwen3_8b,Share media,0.05838859197944014
gemma3_4b,qwen3_8b,Access subtitles,0.24702479098360647
gemma3_4b,qwen3_8b,Video quality control,0.4826497549514611
gemma3_4b,qwen3_8b,Weather forecast,0.42173247257806773
gemma3_4b,gptoss20b,Read ebooks,0.47728373440097166
gemma3_4b,gptoss20b,Download books,0.37714492321555143
gemma3_4b,gptoss20b,Sync reading progress,0.23616200556515637
gemma3_4b,gptoss20b,Highlight text,0.04183060855741382
gemma3_4b,gptoss20b,Search within books,0.43378012904599167
gemma3_4b,gptoss20b,Send messages,0.8247382126680453
gemma3_4b,gptoss20b,Private chat with users,0.5259163129920101
gemma3_4b,gptoss20b,Real-time messaging,0.8159907978147222
gemma3_4b,gptoss20b,Access courses,0.787875939992104
gemma3_4b,gptoss20b,Watch lectures,0.5389014582029001
gemma3_4b,gptoss20b,Take quizzes,0.2334349980848094
gemma3_4b,gptoss20b,Track learning progress,0.4699112107303581
gemma3_4b,gptoss20b,Offline learning,0.3653574517822943
gemma3_4b,gptoss20b,Watch live TV,0.5449159923058339
gemma3_4b,gptoss20b,Watch videos,0.5683280635875912
gemma3_4b,gptoss20b,Transfer money,0.6689033579677758
gemma3_4b,gptoss20b,Send money to anyone,0.754201855184292
gemma3_4b,gptoss20b,Receive money,0.6513318657495354
gemma3_4b,gptoss20b,Pay bills,0.09212879637124603
gemma3_4b,gptoss20b,Pay credit card bills,0.16914370504033766
gemma3_4b,gptoss20b,Schedule payments,0.29320792440406096
gemma3_4b,gptoss20b,Share payments,0.6234116491960314
gemma3_4b,gptoss20b,View account balances,0.19246569345811512
gemma3_4b,gptoss20b,View transaction history,0.08826328382616878
gemma3_4b,gptoss20b,Receive payment receipts,0.10708779239858361
gemma3_4b,gptoss20b,Store bill details securely,0.3020675976714578
gemma3_4b,gptoss20b,Activate cards for overseas usage,0.008130546049345965
gemma3_4b,gptoss20b,Currency converter,0.11087601387670304
gemma3_4b,gptoss20b,Financial calculators,0.08188956196293172
gemma3_4b,gptoss20b,Remittances overseas,0.3083566844663465
gemma3_4b,gptoss20b,Track workouts,0.3163112446481794
gemma3_4b,gptoss20b,Monitor heart rate,0.4501037831913961
gemma3_4b,gptoss20b,Set fitness goals,0.4011821241369616
gemma3_4b,gptoss20b,Track weight,0.6426792824246504
gemma3_4b,gptoss20b,Follow training plans,0.3885777539431203
gemma3_4b,gptoss20b,View progress charts,0.41024529724944214
gemma3_4b,gptoss20b,Get audio coaching,0.032979695499093374
gemma3_4b,gptoss20b,Track routes on map,0.22930948564627784
gemma3_4b,gptoss20b,Diet planning,0.6545362373910085
gemma3_4b,gptoss20b,Calorie tracking,0.6887510121724592
gemma3_4b,gptoss20b,Turn-by-turn navigation,0.7646364895987791
gemma3_4b,gptoss20b,Find nearby places,0.4160203936858294
gemma3_4b,gptoss20b,View maps offline,0.35209585227127493
gemma3_4b,gptoss20b,Check public transport routes,0.5527088686289162
gemma3_4b,gptoss20b,Save favorite locations,0.334203031795511
gemma3_4b,gptoss20b,Real-time traffic updates,0.7090256641753986
gemma3_4b,gptoss20b,Stream music,0.8405934736657595
gemma3_4b,gptoss20b,Create playlists,0.8280011073068136
gemma3_4b,gptoss20b,Download content for offline use,0.4350774133472716
gemma3_4b,gptoss20b,Audio playback controls,0.7646149628403162
gemma3_4b,gptoss20b,Record audio,0.17471441503510157
gemma3_4b,gptoss20b,Edit audio files,0.10713683305619272
gemma3_4b,gptoss20b,Access breaking news,0.5120848839941595
gemma3_4b,gptoss20b,Personalized news feed,0.5992068917760563
gemma3_4b,gptoss20b,Read articles offline,0.48852681258667885
gemma3_4b,gptoss20b,Bookmark articles,0.5506576836132104
gemma3_4b,gptoss20b,Search news topics,0.6557585786754687
gemma3_4b,gptoss20b,Listen to interviews,0.22798156643363734
gemma3_4b,gptoss20b,Receive news notifications,0.5187299456051662
gemma3_4b,gptoss20b,Browse by categories,0.2492788314850952
gemma3_4b,gptoss20b,Set wallpapers,0.3501104488032793
gemma3_4b,gptoss20b,Customize themes,0.017704639433492726
gemma3_4b,gptoss20b,Change fonts,0.00017133824208117847
gemma3_4b,gptoss20b,Automatic wallpaper rotation,0.1590141841793622
gemma3_4b,gptoss20b,Customize interface settings,0.3246188217622647
gemma3_4b,gptoss20b,Photo editing tools,0.3983692616813807
gemma3_4b,gptoss20b,Apply filters and effects,0.350237805837571
gemma3_4b,gptoss20b,Create collages,0.32011275274588497
gemma3_4b,gptoss20b,Adjust image settings,0.45445247905955427
gemma3_4b,gptoss20b,Save images locally,0.07825852224665879
gemma3_4b,gptoss20b,Share edited photos,0.44023699503862695
gemma3_4b,gptoss20b,Backup and restore data,0.3263675278598117
gemma3_4b,gptoss20b,Sync across devices,0.3796943362984412
gemma3_4b,gptoss20b,Search for products,0.25616457373496154
gemma3_4b,gptoss20b,Compare prices,0.36243922121948685
gemma3_4b,gptoss20b,Add items to wishlist,0.4634560693356697
gemma3_4b,gptoss20b,Secure checkout,0.18780009093138603
gemma3_4b,gptoss20b,Track order delivery status,0.0506808006225035
gemma3_4b,gptoss20b,Browse by category,0.20768795637647902
gemma3_4b,gptoss20b,View product reviews,0.5498578630532492
gemma3_4b,gptoss20b,Barcode scanning for items,0.0166723088227928
gemma3_4b,gptoss20b,Manage shopping cart,0.2606167180705384
gemma3_4b,gptoss20b,Receive daily promotions,0.017227119341369536
gemma3_4b,gptoss20b,Share photos and videos,0.6990253503297332
gemma3_4b,gptoss20b,Follow users,0.639434739185961
gemma3_4b,gptoss20b,Post content updates,0.6387421053268362
gemma3_4b,gptoss20b,Share content on social networks,0.451802763674817
gemma3_4b,gptoss20b,Discover new people,0.239254394175138
gemma3_4b,gptoss20b,Comment on posts,0.5522652854316649
gemma3_4b,gptoss20b,Receive push notifications,0.5144786010510385
gemma3_4b,gptoss20b,File management,0.044904965424233195
gemma3_4b,gptoss20b,Search with suggestions,0.2611914211577542
gemma3_4b,gptoss20b,Book taxis,0.5578163103843945
gemma3_4b,gptoss20b,Track taxi location,0.5730047091434481
gemma3_4b,gptoss20b,Calculate fares,0.5579640039908209
gemma3_4b,gptoss20b,Share media,0.0786428328140383
gemma3_4b,gptoss20b,Access subtitles,0.35085506901914376
gemma3_4b,gptoss20b,Video quality control,0.44930696123839015
gemma3_4b,gptoss20b,Weather forecast,0.45383967145041654
gemma3_4b,mistral_open,Read ebooks,0.43734570059610184
gemma3_4b,mistral_open,Download books,0.37195129486653583
gemma3_4b,mistral_open,Sync reading progress,0.19160678152535798
gemma3_4b,mistral_open,Highlight text,0.0483784851132435
gemma3_4b,mistral_open,Search within books,0.25055304681005214
gemma3_4b,mistral_open,Send messages,0.6581678457474566
gemma3_4b,mistral_open,Private chat with users,0.5090845391626873
gemma3_4b,mistral_open,Real-time messaging,0.5662669822643162
gemma3_4b,mistral_open,Watch lectures,0.40976584338961014
gemma3_4b,mistral_open,Take quizzes,0.1705362583592789
gemma3_4b,mistral_open,Track learning progress,0.45857981951520244
gemma3_4b,mistral_open,Offline learning,0.3588887201587362
gemma3_4b,mistral_open,Watch live TV,0.20614933355236148
gemma3_4b,mistral_open,Watch videos,0.6614454955054303
gemma3_4b,mistral_open,Transfer money,0.5100109793956432
gemma3_4b,mistral_open,Send money to anyone,0.6931538793336335
gemma3_4b,mistral_open,Receive money,0.6169170234830494
gemma3_4b,mistral_open,Pay bills,0.09345067028321433
gemma3_4b,mistral_open,Schedule payments,0.24129510123983344
gemma3_4b,mistral_open,Share payments,0.5325912284631423
gemma3_4b,mistral_open,View account balances,0.025753634304481122
gemma3_4b,mistral_open,View transaction history,0.0036947651715372063
gemma3_4b,mistral_open,Receive payment receipts,0.13283287836270471
gemma3_4b,mistral_open,Store bill details securely,0.1008171710590078
gemma3_4b,mistral_open,Activate cards for overseas usage,0.0075046231134536
gemma3_4b,mistral_open,Currency converter,0.11230419487934122
gemma3_4b,mistral_open,Financial calculators,0.009182027580427106
gemma3_4b,mistral_open,Track workouts,0.25895134985733814
gemma3_4b,mistral_open,Monitor heart rate,0.12420820052242354
gemma3_4b,mistral_open,Set fitness goals,0.38030761894355425
gemma3_4b,mistral_open,Track weight,0.4819093213283131
gemma3_4b,mistral_open,Follow training plans,0.32179829060320325
gemma3_4b,mistral_open,View progress charts,0.379230974673774
gemma3_4b,mistral_open,Get audio coaching,0.02124581119239181
gemma3_4b,mistral_open,Track routes on map,0.5437486674222244
gemma3_4b,mistral_open,Diet planning,0.47615012855601374
gemma3_4b,mistral_open,Calorie tracking,0.4821729683245376
gemma3_4b,mistral_open,Turn-by-turn navigation,0.5843297015663376
gemma3_4b,mistral_open,Find nearby places,0.3300462318161743
gemma3_4b,mistral_open,View maps offline,0.401476396619259
gemma3_4b,mistral_open,Check public transport routes,0.4948016105478052
gemma3_4b,mistral_open,Save favorite locations,0.3362403709628681
gemma3_4b,mistral_open,Real-time traffic updates,0.3792915965568939
gemma3_4b,mistral_open,Stream music,0.7159901033667148
gemma3_4b,mistral_open,Create playlists,0.7993322314688501
gemma3_4b,mistral_open,Download content for offline use,0.13880091529905686
gemma3_4b,mistral_open,Audio playback controls,0.7797549709541867
gemma3_4b,mistral_open,Record audio,0.012646500018869543
gemma3_4b,mistral_open,Edit audio files,0.30576413751562814
gemma3_4b,mistral_open,Access breaking news,0.21354748181507982
gemma3_4b,mistral_open,Personalized news feed,0.5456715441827338
gemma3_4b,mistral_open,Read articles offline,0.4628849380507111
gemma3_4b,mistral_open,Bookmark articles,0.5321183014579299
gemma3_4b,mistral_open,Search news topics,0.37110918675412935
gemma3_4b,mistral_open,Listen to interviews,0.25895377082613014
gemma3_4b,mistral_open,Receive news notifications,0.23280430436912208
gemma3_4b,mistral_open,Browse by categories,0.02252785825013817
gemma3_4b,mistral_open,Set wallpapers,0.192144557906596
gemma3_4b,mistral_open,Customize themes,0.0060053776204554805
gemma3_4b,mistral_open,Change fonts,0.0
gemma3_4b,mistral_open,Automatic wallpaper rotation,0.14889431856289562
gemma3_4b,mistral_open,Customize interface settings,0.15138916394121188
gemma3_4b,mistral_open,Photo editing tools,0.3094761273050637
gemma3_4b,mistral_open,Apply filters and effects,0.3639726232046389
gemma3_4b,mistral_open,Create collages,0.25193691406424273
gemma3_4b,mistral_open,Adjust image settings,0.3427122160044513
gemma3_4b,mistral_open,Save images locally,0.34140277062440827
gemma3_4b,mistral_open,Share edited photos,0.10079377876482652
gemma3_4b,mistral_open,Sync across devices,0.27426873756534625
gemma3_4b,mistral_open,Search for products,0.2160981963499553
gemma3_4b,mistral_open,Compare prices,0.19904873618001764
gemma3_4b,mistral_open,Add items to wishlist,0.25008304246430224
gemma3_4b,mistral_open,Track order delivery status,0.39630066351820614
gemma3_4b,mistral_open,Browse by category,0.045182910690054943
gemma3_4b,mistral_open,View product reviews,0.3453244393592519
gemma3_4b,mistral_open,Barcode scanning for items,0.007671377464482937
gemma3_4b,mistral_open,Manage shopping cart,0.08118040371563459
gemma3_4b,mistral_open,Receive daily promotions,0.02165500587104194
gemma3_4b,mistral_open,Share photos and videos,0.6683599942508227
gemma3_4b,mistral_open,Follow users,0.5714117699910588
gemma3_4b,mistral_open,Post content updates,0.7862415401824944
gemma3_4b,mistral_open,Share content on social networks,0.5260485117109451
gemma3_4b,mistral_open,Discover new people,0.2796777864757639
gemma3_4b,mistral_open,Comment on posts,0.7165951155296046
gemma3_4b,mistral_open,Receive push notifications,0.518053799177768
gemma3_4b,mistral_open,Search with suggestions,0.0418582483249292
gemma3_4b,mistral_open,Book taxis,0.5372053668037798
gemma3_4b,mistral_open,Track taxi location,0.4983905562815335
gemma3_4b,mistral_open,Share media,0.023011881715737047
gemma3_4b,mistral_open,Video quality control,0.00024371204312610898
gemma3_4b,mistral_open,Weather forecast,0.5380664387547219
gemma3_4b,deepseekr1_8b,Read ebooks,0.1686694120634491
gemma3_4b,deepseekr1_8b,Download books,0.3722842389655591
gemma3_4b,deepseekr1_8b,Sync reading progress,0.1523381042433864
gemma3_4b,deepseekr1_8b,Highlight text,0.039787580388282937
gemma3_4b,deepseekr1_8b,Search within books,0.3354389194188061
gemma3_4b,deepseekr1_8b,Send messages,0.7429211828865605
gemma3_4b,deepseekr1_8b,Private chat with users,0.5285959885592252
gemma3_4b,deepseekr1_8b,Real-time messaging,0.7460164161428652
gemma3_4b,deepseekr1_8b,Access courses,0.5166654175438948
gemma3_4b,deepseekr1_8b,Watch lectures,0.5418091833488041
gemma3_4b,deepseekr1_8b,Take quizzes,0.1001476244294903
gemma3_4b,deepseekr1_8b,Track learning progress,0.46586731402274884
gemma3_4b,deepseekr1_8b,Offline learning,0.42113034120960385
gemma3_4b,deepseekr1_8b,Watch live TV,0.4234858040024755
gemma3_4b,deepseekr1_8b,Watch videos,0.6457272644207059
gemma3_4b,deepseekr1_8b,Transfer money,0.5490798508497619
gemma3_4b,deepseekr1_8b,Send money to anyone,0.616417507473156
gemma3_4b,deepseekr1_8b,Receive money,0.5270215861685822
gemma3_4b,deepseekr1_8b,Pay bills,0.0973889828578044
gemma3_4b,deepseekr1_8b,Pay credit card bills,0.08299232307116705
gemma3_4b,deepseekr1_8b,Schedule payments,0.32009158262373005
gemma3_4b,deepseekr1_8b,Share payments,0.4891758888359297
gemma3_4b,deepseekr1_8b,View account balances,0.015283301596101053
gemma3_4b,deepseekr1_8b,View transaction history,0.034993054841072735
gemma3_4b,deepseekr1_8b,Receive payment receipts,0.09517169148279019
gemma3_4b,deepseekr1_8b,Store bill details securely,0.07463468685862006
gemma3_4b,deepseekr1_8b,Activate cards for overseas usage,0.020075011917830857
gemma3_4b,deepseekr1_8b,Currency converter,0.11502873829628063
gemma3_4b,deepseekr1_8b,Financial calculators,0.02425088970237372
gemma3_4b,deepseekr1_8b,Remittances overseas,0.20529826696025968
gemma3_4b,deepseekr1_8b,Track workouts,0.3697938517667149
gemma3_4b,deepseekr1_8b,Monitor heart rate,0.3908575417418799
gemma3_4b,deepseekr1_8b,Set fitness goals,0.4490651731787911
gemma3_4b,deepseekr1_8b,Track weight,0.49870627578705545
gemma3_4b,deepseekr1_8b,Follow training plans,0.354273228675732
gemma3_4b,deepseekr1_8b,View progress charts,0.423198559705768
gemma3_4b,deepseekr1_8b,Get audio coaching,0.02786747321245164
gemma3_4b,deepseekr1_8b,Track routes on map,0.47853518957606633
gemma3_4b,deepseekr1_8b,Diet planning,0.4455522315085335
gemma3_4b,deepseekr1_8b,Calorie tracking,0.5032764885083238
gemma3_4b,deepseekr1_8b,Turn-by-turn navigation,0.6599522375374886
gemma3_4b,deepseekr1_8b,Find nearby places,0.4409632758962866
gemma3_4b,deepseekr1_8b,View maps offline,0.3862400592909009
gemma3_4b,deepseekr1_8b,Check public transport routes,0.42311468145511005
gemma3_4b,deepseekr1_8b,Save favorite locations,0.31937878113533147
gemma3_4b,deepseekr1_8b,Real-time traffic updates,0.561430077537375
gemma3_4b,deepseekr1_8b,Stream music,0.8025447282281506
gemma3_4b,deepseekr1_8b,Create playlists,0.8297529219291045
gemma3_4b,deepseekr1_8b,Download content for offline use,0.2247870160842436
gemma3_4b,deepseekr1_8b,Audio playback controls,0.7606504242357205
gemma3_4b,deepseekr1_8b,Record audio,0.16290644926283415
gemma3_4b,deepseekr1_8b,Edit audio files,0.17696123178636777
gemma3_4b,deepseekr1_8b,Access breaking news,0.3988960478026661
gemma3_4b,deepseekr1_8b,Personalized news feed,0.5814082794998116
gemma3_4b,deepseekr1_8b,Read articles offline,0.4730502655741778
gemma3_4b,deepseekr1_8b,Bookmark articles,0.4411092231427552
gemma3_4b,deepseekr1_8b,Search news topics,0.5289073158597097
gemma3_4b,deepseekr1_8b,Listen to interviews,0.2204753120503077
gemma3_4b,deepseekr1_8b,Receive news notifications,0.5656801912238124
gemma3_4b,deepseekr1_8b,Browse by categories,0.17461725846575515
gemma3_4b,deepseekr1_8b,Set wallpapers,0.07197081366224965
gemma3_4b,deepseekr1_8b,Customize themes,0.008963293831140097
gemma3_4b,deepseekr1_8b,Change fonts,0.0022150139757559422
gemma3_4b,deepseekr1_8b,Automatic wallpaper rotation,0.09202121685972113
gemma3_4b,deepseekr1_8b,Customize interface settings,0.12963135383095303
gemma3_4b,deepseekr1_8b,Photo editing tools,0.5742670958772791
gemma3_4b,deepseekr1_8b,Apply filters and effects,0.2294749935542864
gemma3_4b,deepseekr1_8b,Create collages,0.3868645687985526
gemma3_4b,deepseekr1_8b,Adjust image settings,0.4069767128424076
gemma3_4b,deepseekr1_8b,Save images locally,0.1126444217597325
gemma3_4b,deepseekr1_8b,Share edited photos,0.20994566961327998
gemma3_4b,deepseekr1_8b,Backup and restore data,0.2832041790424002
gemma3_4b,deepseekr1_8b,Sync across devices,0.1712101227985643
gemma3_4b,deepseekr1_8b,Search for products,0.14877832799712482
gemma3_4b,deepseekr1_8b,Compare prices,0.21870316889349842
gemma3_4b,deepseekr1_8b,Add items to wishlist,0.24236470828070028
gemma3_4b,deepseekr1_8b,Secure checkout,0.09468071473368546
gemma3_4b,deepseekr1_8b,Track order delivery status,0.348083575430654
gemma3_4b,deepseekr1_8b,Browse by category,0.22629870902786897
gemma3_4b,deepseekr1_8b,View product reviews,0.5520433905899548
gemma3_4b,deepseekr1_8b,Barcode scanning for items,0.009533186518946272
gemma3_4b,deepseekr1_8b,Manage shopping cart,0.15029233809559933
gemma3_4b,deepseekr1_8b,Receive daily promotions,0.002141550194793929
gemma3_4b,deepseekr1_8b,Share photos and videos,0.6030106169618088
gemma3_4b,deepseekr1_8b,Follow users,0.542682343136906
gemma3_4b,deepseekr1_8b,Post content updates,0.5845904972963226
gemma3_4b,deepseekr1_8b,Share content on social networks,0.4738825572004124
gemma3_4b,deepseekr1_8b,Discover new people,0.15948393485050535
gemma3_4b,deepseekr1_8b,Comment on posts,0.5087372604100683
gemma3_4b,deepseekr1_8b,Receive push notifications,0.4472263878815204
gemma3_4b,deepseekr1_8b,File management,0.03790221750665987
gemma3_4b,deepseekr1_8b,Search with suggestions,0.35784037130999613
gemma3_4b,deepseekr1_8b,Book taxis,0.5942238244236917
gemma3_4b,deepseekr1_8b,Track taxi location,0.5863571305816726
gemma3_4b,deepseekr1_8b,Calculate fares,0.5400190733800109
gemma3_4b,deepseekr1_8b,Share media,0.059974300244206226
gemma3_4b,deepseekr1_8b,Access subtitles,0.3834014227782023
gemma3_4b,deepseekr1_8b,Video quality control,0.35651746227462205
gemma3_4b,deepseekr1_8b,Weather forecast,0.5091994204870595
qwen3_8b,gptoss20b,Read ebooks,0.44466219317757955
qwen3_8b,gptoss20b,Download books,0.4078258867103644
qwen3_8b,gptoss20b,Sync reading progress,0.35489011480390836
qwen3_8b,gptoss20b,Highlight text,0.36953615144442276
qwen3_8b,gptoss20b,Search within books,0.45326461966580994
qwen3_8b,gptoss20b,Send messages,0.7862687098469686
qwen3_8b,gptoss20b,Private chat with users,0.545584924128616
qwen3_8b,gptoss20b,Real-time messaging,0.7765029500223994
qwen3_8b,gptoss20b,Access courses,0.7445723271571011
qwen3_8b,gptoss20b,Watch lectures,0.5975964056064765
qwen3_8b,gptoss20b,Take quizzes,0.47069152329926867
qwen3_8b,gptoss20b,Track learning progress,0.6017175078323137
qwen3_8b,gptoss20b,Offline learning,0.5387640587174528
qwen3_8b,gptoss20b,Watch live TV,0.3719153020819092
qwen3_8b,gptoss20b,Watch videos,0.6872539445040614
qwen3_8b,gptoss20b,Transfer money,0.6651792116115266
qwen3_8b,gptoss20b,Send money to anyone,0.684153157104921
qwen3_8b,gptoss20b,Receive money,0.7464782017527368
qwen3_8b,gptoss20b,Pay bills,0.5397012273660174
