criterion,model1,model2,cohort_pair,feature,rbo
Feature Breadth and Richness,llama31_8b,deepseekr1_8b,open,Play playlist on shuffle mode,0.6477715238030918
Feature Breadth and Richness,llama31_8b,deepseekr1_8b,open,Rate movies,0.4443545459182889
Feature Breadth and Richness,llama31_8b,deepseekr1_8b,open,Search for offer on item,0.05838473903655674
Feature Breadth and Richness,llama31_8b,deepseekr1_8b,open,Send files,0.09139747174248815
Feature Breadth and Richness,llama31_8b,deepseekr1_8b,open,Watch streams,0.23681525010787766
Feature Breadth and Richness,llama31_8b,deepseekr1_8b,open,Write notes,0.3098809044703457
Feature Breadth and Richness,llama31_8b,openai,cross,Access to movies,0.6776547671958807
Feature Breadth and Richness,llama31_8b,openai,cross,Access to podcasts,0.4670619628515941
Feature Breadth and Richness,llama31_8b,openai,cross,Broadcast messages to multiple contacts,0.1328240407155055
Feature Breadth and Richness,llama31_8b,openai,cross,Build photo collage,0.05322178610657313
Feature Breadth and Richness,llama31_8b,openai,cross,Collaborate with others,0.5226133277884452
Feature Breadth and Richness,llama31_8b,openai,cross,Go Live,0.16858442750004518
Feature Breadth and Richness,llama31_8b,openai,cross,Keeping up with friends,0.6686348735270468
Feature Breadth and Richness,llama31_8b,openai,cross,List items for sale,0.34498639362317457
Feature Breadth and Richness,llama31_8b,openai,cross,Photo effects,0.19071182985184396
Feature Breadth and Richness,llama31_8b,openai,cross,Play games,0.20006431675572908
Feature Breadth and Richness,llama31_8b,openai,cross,Play playlist on shuffle mode,0.6255906546322949
Feature Breadth and Richness,llama31_8b,openai,cross,Rate movies,0.33433669349472206
Feature Breadth and Richness,llama31_8b,openai,cross,Search for offer on item,0.04951039233268202
Feature Breadth and Richness,llama31_8b,openai,cross,Send files,0.1830658299256871
Feature Breadth and Richness,llama31_8b,openai,cross,Watch streams,0.29753181726438305
Feature Breadth and Richness,llama31_8b,openai,cross,Write notes,0.316744283314974
Feature Breadth and Richness,llama31_8b,gemini,cross,Access to movies,0.48375597440458706
Feature Breadth and Richness,llama31_8b,gemini,cross,Access to podcasts,0.4562003809252226
Feature Breadth and Richness,llama31_8b,gemini,cross,Broadcast messages to multiple contacts,0.1356926984314873
Feature Breadth and Richness,llama31_8b,gemini,cross,Build photo collage,0.05828127268712281
Feature Breadth and Richness,llama31_8b,gemini,cross,Collaborate with others,0.46719284671961786
Feature Breadth and Richness,llama31_8b,gemini,cross,Go Live,0.16671424666763485
Feature Breadth and Richness,llama31_8b,gemini,cross,Keeping up with friends,0.539981208537213
Feature Breadth and Richness,llama31_8b,gemini,cross,List items for sale,0.375416882063301
Feature Breadth and Richness,llama31_8b,gemini,cross,Photo effects,0.20898591880348594
Feature Breadth and Richness,llama31_8b,gemini,cross,Play games,0.21607719553051247
Feature Breadth and Richness,llama31_8b,gemini,cross,Play playlist on shuffle mode,0.5874529633791135
Feature Breadth and Richness,llama31_8b,gemini,cross,Rate movies,0.35713186327055757
Feature Breadth and Richness,llama31_8b,gemini,cross,Search for offer on item,0.07647575280513517
Feature Breadth and Richness,llama31_8b,gemini,cross,Send files,0.20572920631062355
Feature Breadth and Richness,llama31_8b,gemini,cross,Watch streams,0.3050074811691513
Feature Breadth and Richness,llama31_8b,gemini,cross,Write notes,0.17617212397203436
Feature Breadth and Richness,llama31_8b,anthropic,cross,Access to movies,0.7959840488099197
Feature Breadth and Richness,llama31_8b,anthropic,cross,Access to podcasts,0.5219557588220298
Feature Breadth and Richness,llama31_8b,anthropic,cross,Broadcast messages to multiple contacts,0.12552971462798296
Feature Breadth and Richness,llama31_8b,anthropic,cross,Build photo collage,0.008912129819311452
Feature Breadth and Richness,llama31_8b,anthropic,cross,Collaborate with others,0.5400167284626304
Feature Breadth and Richness,llama31_8b,anthropic,cross,Go Live,0.14598799758513306
Feature Breadth and Richness,llama31_8b,anthropic,cross,Keeping up with friends,0.6811348908049216
Feature Breadth and Richness,llama31_8b,anthropic,cross,List items for sale,0.42794084390496856
Feature Breadth and Richness,llama31_8b,anthropic,cross,Photo effects,0.1504851358169067
Feature Breadth and Richness,llama31_8b,anthropic,cross,Play games,0.1361335186879477
Feature Breadth and Richness,llama31_8b,anthropic,cross,Play playlist on shuffle mode,0.6627376730523402
Feature Breadth and Richness,llama31_8b,anthropic,cross,Rate movies,0.3944886893071314
Feature Breadth and Richness,llama31_8b,anthropic,cross,Search for offer on item,0.05899349615042834
Feature Breadth and Richness,llama31_8b,anthropic,cross,Send files,0.16157825614476706
Feature Breadth and Richness,llama31_8b,anthropic,cross,Watch streams,0.44348066767029726
Feature Breadth and Richness,llama31_8b,anthropic,cross,Write notes,0.26807734001858763
Feature Breadth and Richness,llama31_8b,mistral,cross,Access to movies,0.828791588647724
Feature Breadth and Richness,llama31_8b,mistral,cross,Access to podcasts,0.5070639934249479
Feature Breadth and Richness,llama31_8b,mistral,cross,Broadcast messages to multiple contacts,0.1387171461042559
Feature Breadth and Richness,llama31_8b,mistral,cross,Build photo collage,0.054618928218900506
Feature Breadth and Richness,llama31_8b,mistral,cross,Collaborate with others,0.37935999574145873
Feature Breadth and Richness,llama31_8b,mistral,cross,Go Live,0.30299748904169194
Feature Breadth and Richness,llama31_8b,mistral,cross,Keeping up with friends,0.6793731416262595
Feature Breadth and Richness,llama31_8b,mistral,cross,List items for sale,0.3310807159396414
Feature Breadth and Richness,llama31_8b,mistral,cross,Photo effects,0.1949793281805097
Feature Breadth and Richness,llama31_8b,mistral,cross,Play games,0.012762902108003278
Feature Breadth and Richness,llama31_8b,mistral,cross,Play playlist on shuffle mode,0.6805635054906735
Feature Breadth and Richness,llama31_8b,mistral,cross,Rate movies,0.16504272203665935
Feature Breadth and Richness,llama31_8b,mistral,cross,Search for offer on item,0.10128855981391365
Feature Breadth and Richness,llama31_8b,mistral,cross,Send files,0.23548806103201894
Feature Breadth and Richness,llama31_8b,mistral,cross,Watch streams,0.37072316386733367
Feature Breadth and Richness,llama31_8b,mistral,cross,Write notes,0.526901975436767
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Access to movies,0.7296310481531377
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Access to podcasts,0.6259385834136137
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Broadcast messages to multiple contacts,0.5001971140081188
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Build photo collage,0.20757437986914368
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Collaborate with others,0.46638735312954904
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Go Live,0.4586527948265203
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Keeping up with friends,0.5403496612522454
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,List items for sale,0.6205438111340623
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Photo effects,0.31748445074324505
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Play games,0.0741053022311791
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Play playlist on shuffle mode,0.8107827615011637
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Rate movies,0.3224832770715983
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Search for offer on item,0.05802991251411964
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Send files,0.30293402110615086
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Watch streams,0.46216061415391324
Feature Breadth and Richness,gemma3_4b,qwen3_8b,open,Write notes,0.6826315635878321
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Access to movies,0.8699888282794235
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Access to podcasts,0.5019310666663575
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Broadcast messages to multiple contacts,0.4735197270737783
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Build photo collage,0.19698815446607854
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Collaborate with others,0.4550358719784423
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Go Live,0.2309649540596872
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Keeping up with friends,0.48626252954266
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,List items for sale,0.5408383779098681
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Photo effects,0.303215137937401
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Play games,0.019202709652203005
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Play playlist on shuffle mode,0.7688302610567932
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Rate movies,0.33730930669555403
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Search for offer on item,0.14075136875117636
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Send files,0.17053975821244144
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Watch streams,0.3805071655492577
Feature Breadth and Richness,gemma3_4b,gptoss20b,open,Write notes,0.5856544567807
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Access to movies,0.7385143552002742
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Access to podcasts,0.4539889125214399
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Broadcast messages to multiple contacts,0.501539776588478
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Build photo collage,0.21216613149382718
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Collaborate with others,0.423836498302199
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Go Live,0.019136078454511894
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Keeping up with friends,0.41591475093982216
Feature Breadth and Richness,gemma3_4b,mistral_open,open,List items for sale,0.46256468629712033
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Photo effects,0.1919088567468518
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Play games,0.20225118052917962
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Play playlist on shuffle mode,0.8219152100843304
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Rate movies,0.21117549545910028
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Search for offer on item,0.1270033639114146
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Send files,0.2990959798868774
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Watch streams,0.4764949282169962
Feature Breadth and Richness,gemma3_4b,mistral_open,open,Write notes,0.6495707532748234
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Access to movies,0.7525578295882422
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Access to podcasts,0.4569720562490497
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Broadcast messages to multiple contacts,0.41376874250221013
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Build photo collage,0.2714327467445349
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Collaborate with others,0.3743524273441221
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Go Live,0.0957519569864134
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Keeping up with friends,0.3583795669039284
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,List items for sale,0.5198116031865021
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Photo effects,0.2815992319701274
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Play games,0.29098529997431777
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Play playlist on shuffle mode,0.8308521028579767
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Rate movies,0.315171947471746
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Search for offer on item,0.11098729346063672
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Send files,0.22530697661669621
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Watch streams,0.4631071911397444
Feature Breadth and Richness,gemma3_4b,deepseekr1_8b,open,Write notes,0.5797615023514683
Feature Breadth and Richness,gemma3_4b,openai,cross,Access to movies,0.6738643360880404
Feature Breadth and Richness,gemma3_4b,openai,cross,Access to podcasts,0.6642048092431929
Feature Breadth and Richness,gemma3_4b,openai,cross,Broadcast messages to multiple contacts,0.4389128770896812
Feature Breadth and Richness,gemma3_4b,openai,cross,Build photo collage,0.3113495641147478
Feature Breadth and Richness,gemma3_4b,openai,cross,Collaborate with others,0.47342445177240655
Feature Breadth and Richness,gemma3_4b,openai,cross,Go Live,0.08153805398069425
Feature Breadth and Richness,gemma3_4b,openai,cross,Keeping up with friends,0.48372346193890836
Feature Breadth and Richness,gemma3_4b,openai,cross,List items for sale,0.5926346903350412
Feature Breadth and Richness,gemma3_4b,openai,cross,Photo effects,0.48789704502082715
Feature Breadth and Richness,gemma3_4b,openai,cross,Play games,0.27391271609475976
Feature Breadth and Richness,gemma3_4b,openai,cross,Play playlist on shuffle mode,0.766579600575467
Feature Breadth and Richness,gemma3_4b,openai,cross,Rate movies,0.4731308654410701
Feature Breadth and Richness,gemma3_4b,openai,cross,Search for offer on item,0.16182477713428728
Feature Breadth and Richness,gemma3_4b,openai,cross,Send files,0.3191851353058805
Feature Breadth and Richness,gemma3_4b,openai,cross,Watch streams,0.38761582179833987
Feature Breadth and Richness,gemma3_4b,openai,cross,Write notes,0.5830909190724772
Feature Breadth and Richness,gemma3_4b,gemini,cross,Access to movies,0.5228928985241484
Feature Breadth and Richness,gemma3_4b,gemini,cross,Access to podcasts,0.5822180394377711
Feature Breadth and Richness,gemma3_4b,gemini,cross,Broadcast messages to multiple contacts,0.4310712698382208
Feature Breadth and Richness,gemma3_4b,gemini,cross,Build photo collage,0.15069480735234067
Feature Breadth and Richness,gemma3_4b,gemini,cross,Collaborate with others,0.396210347481111
Feature Breadth and Richness,gemma3_4b,gemini,cross,Go Live,0.09651535134344137
Feature Breadth and Richness,gemma3_4b,gemini,cross,Keeping up with friends,0.40431892112358203
Feature Breadth and Richness,gemma3_4b,gemini,cross,List items for sale,0.5136976397396489
Feature Breadth and Richness,gemma3_4b,gemini,cross,Photo effects,0.26156799762236105
Feature Breadth and Richness,gemma3_4b,gemini,cross,Play games,0.3520266208907842
Feature Breadth and Richness,gemma3_4b,gemini,cross,Play playlist on shuffle mode,0.748380323380863
Feature Breadth and Richness,gemma3_4b,gemini,cross,Rate movies,0.4794803917229317
Feature Breadth and Richness,gemma3_4b,gemini,cross,Search for offer on item,0.07725276842779281
Feature Breadth and Richness,gemma3_4b,gemini,cross,Send files,0.17661418197646905
Feature Breadth and Richness,gemma3_4b,gemini,cross,Watch streams,0.3027947097690902
Feature Breadth and Richness,gemma3_4b,gemini,cross,Write notes,0.43426105670706044
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Access to movies,0.8719767966692494
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Access to podcasts,0.6426355395773766
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Broadcast messages to multiple contacts,0.495262320920731
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Build photo collage,0.12061837612745015
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Collaborate with others,0.47238282378891694
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Go Live,0.08165348460738821
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Keeping up with friends,0.49484082757308967
Feature Breadth and Richness,gemma3_4b,anthropic,cross,List items for sale,0.7032675573523666
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Photo effects,0.24939975591836497
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Play games,0.18106610183061872
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Play playlist on shuffle mode,0.8318769298637966
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Rate movies,0.4661705742570999
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Search for offer on item,0.14860617494307715
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Send files,0.10819065626730891
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Watch streams,0.2935331025204028
Feature Breadth and Richness,gemma3_4b,anthropic,cross,Write notes,0.5379901376388248
Feature Breadth and Richness,gemma3_4b,mistral,cross,Access to movies,0.8018143314163951
Feature Breadth and Richness,gemma3_4b,mistral,cross,Access to podcasts,0.5977366277816392
Feature Breadth and Richness,gemma3_4b,mistral,cross,Broadcast messages to multiple contacts,0.408809552371217
Feature Breadth and Richness,gemma3_4b,mistral,cross,Build photo collage,0.18472096461043414
Feature Breadth and Richness,gemma3_4b,mistral,cross,Collaborate with others,0.37711795014128524
Feature Breadth and Richness,gemma3_4b,mistral,cross,Go Live,0.4219283534619474
Feature Breadth and Richness,gemma3_4b,mistral,cross,Keeping up with friends,0.4320554837998257
Feature Breadth and Richness,gemma3_4b,mistral,cross,List items for sale,0.6370687340382838
Feature Breadth and Richness,gemma3_4b,mistral,cross,Photo effects,0.36745739845473857
Feature Breadth and Richness,gemma3_4b,mistral,cross,Play games,0.011645525873531331
Feature Breadth and Richness,gemma3_4b,mistral,cross,Play playlist on shuffle mode,0.8423648938150846
Feature Breadth and Richness,gemma3_4b,mistral,cross,Rate movies,0.13211903049339635
Feature Breadth and Richness,gemma3_4b,mistral,cross,Search for offer on item,0.1790179428557476
Feature Breadth and Richness,gemma3_4b,mistral,cross,Send files,0.3353727098254335
Feature Breadth and Richness,gemma3_4b,mistral,cross,Watch streams,0.24958256783211227
Feature Breadth and Richness,gemma3_4b,mistral,cross,Write notes,0.6869329240192623
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Access to movies,0.7472435516229697
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Access to podcasts,0.6643944959612255
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Broadcast messages to multiple contacts,0.6615414401460931
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Build photo collage,0.3503813324418019
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Collaborate with others,0.628568077690162
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Go Live,0.34253520910202906
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Keeping up with friends,0.751160751744107
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,List items for sale,0.5226304251278688
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Photo effects,0.3718899361513683
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Play games,0.17603401542345679
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Play playlist on shuffle mode,0.7223131157904358
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Rate movies,0.5721182428420104
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Search for offer on item,0.32192043232475454
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Send files,0.3051803893391205
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Watch streams,0.6061889175095271
Feature Breadth and Richness,qwen3_8b,gptoss20b,open,Write notes,0.6607576369767613
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Access to movies,0.6978076770124996
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Access to podcasts,0.5958793507712579
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Broadcast messages to multiple contacts,0.6669074522070777
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Build photo collage,0.16883162550297645
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Collaborate with others,0.6205455026727208
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Go Live,0.0338539403848029
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Keeping up with friends,0.6945336110614235
Feature Breadth and Richness,qwen3_8b,mistral_open,open,List items for sale,0.4299073927340625
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Photo effects,0.3048329060770543
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Play games,0.0516593645905976
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Play playlist on shuffle mode,0.7712872259379147
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Rate movies,0.5491499511168323
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Search for offer on item,0.13633321106663351
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Send files,0.3990159311274848
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Watch streams,0.6927112738460758
Feature Breadth and Richness,qwen3_8b,mistral_open,open,Write notes,0.5423059108699251
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Access to movies,0.6510174668230487
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Access to podcasts,0.4709005927699831
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Broadcast messages to multiple contacts,0.49905852108126497
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Build photo collage,0.3794499645449973
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Collaborate with others,0.4997861299781317
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Go Live,0.2216507253825997
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Keeping up with friends,0.6587513390021139
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,List items for sale,0.5162098288714114
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Photo effects,0.45584586935633564
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Play games,0.112717252720489
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Play playlist on shuffle mode,0.7873183767539192
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Rate movies,0.597855442738705
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Search for offer on item,0.30369357873192687
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Send files,0.41961375599321443
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Watch streams,0.6122935342738952
Feature Breadth and Richness,qwen3_8b,deepseekr1_8b,open,Write notes,0.5949077742618031
Feature Breadth and Richness,qwen3_8b,openai,cross,Access to movies,0.6174829114375973
Feature Breadth and Richness,qwen3_8b,openai,cross,Access to podcasts,0.6376830202332721
Feature Breadth and Richness,qwen3_8b,openai,cross,Broadcast messages to multiple contacts,0.6754599480110863
Feature Breadth and Richness,qwen3_8b,openai,cross,Build photo collage,0.391435821406364
Feature Breadth and Richness,qwen3_8b,openai,cross,Collaborate with others,0.6692617351773716
Feature Breadth and Richness,qwen3_8b,openai,cross,Go Live,0.11404724224201832
Feature Breadth and Richness,qwen3_8b,openai,cross,Keeping up with friends,0.7335021975900627
Feature Breadth and Richness,qwen3_8b,openai,cross,List items for sale,0.5383306187101946
Feature Breadth and Richness,qwen3_8b,openai,cross,Photo effects,0.4841178790645762
Feature Breadth and Richness,qwen3_8b,openai,cross,Play games,0.19147911276684476
Feature Breadth and Richness,qwen3_8b,openai,cross,Play playlist on shuffle mode,0.7171163343076615
Feature Breadth and Richness,qwen3_8b,openai,cross,Rate movies,0.4216533219080125
Feature Breadth and Richness,qwen3_8b,openai,cross,Search for offer on item,0.281877074369665
Feature Breadth and Richness,qwen3_8b,openai,cross,Send files,0.5289596639343523
Feature Breadth and Richness,qwen3_8b,openai,cross,Watch streams,0.41313780238502057
Feature Breadth and Richness,qwen3_8b,openai,cross,Write notes,0.6063051266697599
Feature Breadth and Richness,qwen3_8b,gemini,cross,Access to movies,0.49024354545713306
Feature Breadth and Richness,qwen3_8b,gemini,cross,Access to podcasts,0.4199062411032914
Feature Breadth and Richness,qwen3_8b,gemini,cross,Broadcast messages to multiple contacts,0.6672676842461349
Feature Breadth and Richness,qwen3_8b,gemini,cross,Build photo collage,0.3007742045787196
Feature Breadth and Richness,qwen3_8b,gemini,cross,Collaborate with others,0.5375476583884161
Feature Breadth and Richness,qwen3_8b,gemini,cross,Go Live,0.14957625567002913
Feature Breadth and Richness,qwen3_8b,gemini,cross,Keeping up with friends,0.6009726336593113
Feature Breadth and Richness,qwen3_8b,gemini,cross,List items for sale,0.4535035288286416
Feature Breadth and Richness,qwen3_8b,gemini,cross,Photo effects,0.32408177683388517
Feature Breadth and Richness,qwen3_8b,gemini,cross,Play games,0.12528862430351684
Feature Breadth and Richness,qwen3_8b,gemini,cross,Play playlist on shuffle mode,0.7141008071794762
Feature Breadth and Richness,qwen3_8b,gemini,cross,Rate movies,0.43775366381479885
Feature Breadth and Richness,qwen3_8b,gemini,cross,Search for offer on item,0.13894354428210726
Feature Breadth and Richness,qwen3_8b,gemini,cross,Send files,0.31543784404638814
Feature Breadth and Richness,qwen3_8b,gemini,cross,Watch streams,0.3320618676782602
Feature Breadth and Richness,qwen3_8b,gemini,cross,Write notes,0.4636162407766507
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Access to movies,0.7571884678766294
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Access to podcasts,0.6988340080403603
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Broadcast messages to multiple contacts,0.7524445028337468
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Build photo collage,0.07978764836404519
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Collaborate with others,0.6584488241878489
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Go Live,0.12438992218152979
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Keeping up with friends,0.7564379347981536
Feature Breadth and Richness,qwen3_8b,anthropic,cross,List items for sale,0.6068208918967014
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Photo effects,0.24071528698802272
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Play games,0.2965027109386085
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Play playlist on shuffle mode,0.7823275627546217
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Rate movies,0.5129929342037359
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Search for offer on item,0.2191907052537714
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Send files,0.24285784707347727
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Watch streams,0.28682721298047736
Feature Breadth and Richness,qwen3_8b,anthropic,cross,Write notes,0.5616449062575274
Feature Breadth and Richness,qwen3_8b,mistral,cross,Access to movies,0.7510495270194889
Feature Breadth and Richness,qwen3_8b,mistral,cross,Access to podcasts,0.6911122703130879
Feature Breadth and Richness,qwen3_8b,mistral,cross,Broadcast messages to multiple contacts,0.7178067990246596
Feature Breadth and Richness,qwen3_8b,mistral,cross,Build photo collage,0.324397130640398
Feature Breadth and Richness,qwen3_8b,mistral,cross,Collaborate with others,0.41755495970726714
Feature Breadth and Richness,qwen3_8b,mistral,cross,Go Live,0.5078183094790792
Feature Breadth and Richness,qwen3_8b,mistral,cross,Keeping up with friends,0.7188704957006672
Feature Breadth and Richness,qwen3_8b,mistral,cross,List items for sale,0.5562780069861596
Feature Breadth and Richness,qwen3_8b,mistral,cross,Photo effects,0.5223369058441764
Feature Breadth and Richness,qwen3_8b,mistral,cross,Play games,0.13568308882938912
Feature Breadth and Richness,qwen3_8b,mistral,cross,Play playlist on shuffle mode,0.7864676552793023
Feature Breadth and Richness,qwen3_8b,mistral,cross,Rate movies,0.1869338542233391
Feature Breadth and Richness,qwen3_8b,mistral,cross,Search for offer on item,0.22308833634218483
Feature Breadth and Richness,qwen3_8b,mistral,cross,Send files,0.41019039289430426
Feature Breadth and Richness,qwen3_8b,mistral,cross,Watch streams,0.2812886410383715
Feature Breadth and Richness,qwen3_8b,mistral,cross,Write notes,0.7609504501533434
Feature Breadth and Richness,gptoss20b,mistral_open,open,Access to movies,0.7721022003428698
Feature Breadth and Richness,gptoss20b,mistral_open,open,Access to podcasts,0.740824175910085
Feature Breadth and Richness,gptoss20b,mistral_open,open,Broadcast messages to multiple contacts,0.6121535925528968
Feature Breadth and Richness,gptoss20b,mistral_open,open,Build photo collage,0.13120405442650962
Feature Breadth and Richness,gptoss20b,mistral_open,open,Collaborate with others,0.5917151483965737
Feature Breadth and Richness,gptoss20b,mistral_open,open,Go Live,0.028886416220020132
Feature Breadth and Richness,gptoss20b,mistral_open,open,Keeping up with friends,0.7541811364348026
