model,feature,criteria,correlation,num_comparisons
mistral,List items for sale,Number_of_Downloads,0.39715960847231074,10
mistral,List items for sale,Platform_Availability,0.7029378101441485,10
mistral,List items for sale,Platform_Compatibility,0.4480384519890691,10
mistral,List items for sale,Privacy_and_Security,0.5020641049313955,10
mistral,List items for sale,Subscription_Cost,0.53562434618949,10
mistral,List items for sale,Update_Frequency,0.6033802712188652,10
mistral,List items for sale,User_Base,0.20530081788124188,10
mistral,List items for sale,User_Interface_and_Ease_of_Use,0.40216042881491765,10
mistral,List items for sale,User_Ratings,0.279070603491694,10
mistral,List items for sale,User_Reviews_and_Ratings,0.34919439099416294,10
mistral,Photo effects,Ad_Free_Option,0.3001227361927084,10
mistral,Photo effects,Ad_Frequency,0.5406304020217599,10
mistral,Photo effects,Community_Engagement,0.7146315677991959,10
mistral,Photo effects,Cost,0.6934769264562917,10
mistral,Photo effects,Customer_Support,0.4266155808275444,10
mistral,Photo effects,Customization_Options,0.2603392196033072,10
mistral,Photo effects,Geographical_Availability,0.3609861267312187,10
mistral,Photo effects,Integration_Capabilities,0.6277247454268633,10
mistral,Photo effects,Mobile_Optimization,0.47972455466948255,10
mistral,Photo effects,Number_of_Downloads,0.2680619053275922,10
mistral,Photo effects,Platform_Availability,0.6544724172664618,10
mistral,Photo effects,Platform_Compatibility,0.5971031270641687,10
mistral,Photo effects,Privacy_and_Security,0.03611695995854347,10
mistral,Photo effects,Subscription_Cost,0.6726105673548766,10
mistral,Photo effects,Update_Frequency,-0.7034809217178436,10
mistral,Photo effects,User_Base,0.37342460366010993,10
mistral,Photo effects,User_Interface_and_Ease_of_Use,0.5608813388487048,10
mistral,Photo effects,User_Ratings,0.5377208798293447,10
mistral,Photo effects,User_Reviews_and_Ratings,0.3639450733287815,10
mistral,Play games,Ad_Free_Option,-0.7100846149752542,10
mistral,Play games,Ad_Frequency,0.7953085005870345,10
mistral,Play games,Community_Engagement,0.7680910935938053,10
mistral,Play games,Cost,0.7112085214262043,10
mistral,Play games,Customer_Support,0.6674589054665717,10
mistral,Play games,Customization_Options,0.38729297422922715,10
mistral,Play games,Geographical_Availability,0.5827515180285403,10
mistral,Play games,Integration_Capabilities,-0.857449088960343,10
mistral,Play games,Mobile_Optimization,0.7313200103517781,10
mistral,Play games,Number_of_Downloads,0.7022516093624392,10
mistral,Play games,Platform_Availability,0.8152318920713422,10
mistral,Play games,Platform_Compatibility,0.7818509206838564,10
mistral,Play games,Privacy_and_Security,-0.857449088960343,10
mistral,Play games,Subscription_Cost,0.6907251262598448,10
mistral,Play games,Update_Frequency,0.6903129090606692,10
mistral,Play games,User_Base,0.6808516080815867,10
mistral,Play games,User_Interface_and_Ease_of_Use,0.74659265390553,10
mistral,Play games,User_Ratings,0.5642313165174001,10
mistral,Play games,User_Reviews_and_Ratings,0.8083741400201472,10
mistral,Play playlist on shuffle mode,Ad_Free_Option,0.7027350978681445,10
mistral,Play playlist on shuffle mode,Ad_Frequency,0.7575250127410745,10
mistral,Play playlist on shuffle mode,Community_Engagement,0.9121981062735094,10
mistral,Play playlist on shuffle mode,Cost,0.9332044722249719,10
mistral,Play playlist on shuffle mode,Customer_Support,0.8048742425781118,10
mistral,Play playlist on shuffle mode,Customization_Options,0.6199819111047641,10
mistral,Play playlist on shuffle mode,Geographical_Availability,0.7605361980633567,10
mistral,Play playlist on shuffle mode,Integration_Capabilities,0.869153011371006,10
mistral,Play playlist on shuffle mode,Mobile_Optimization,0.9369520216963713,10
mistral,Play playlist on shuffle mode,Number_of_Downloads,0.6872159298502009,10
mistral,Play playlist on shuffle mode,Platform_Availability,0.8158616837615517,10
mistral,Play playlist on shuffle mode,Platform_Compatibility,0.690281481533314,10
mistral,Play playlist on shuffle mode,Privacy_and_Security,-0.857449088960343,10
mistral,Play playlist on shuffle mode,Subscription_Cost,0.7387090490319419,10
mistral,Play playlist on shuffle mode,Update_Frequency,0.8732810717975061,10
mistral,Play playlist on shuffle mode,User_Base,0.8057187242030792,10
mistral,Play playlist on shuffle mode,User_Interface_and_Ease_of_Use,0.8039743923615473,10
mistral,Play playlist on shuffle mode,User_Ratings,0.7312175102599179,10
mistral,Play playlist on shuffle mode,User_Reviews_and_Ratings,0.8049105866379765,10
mistral,Rate movies,Ad_Free_Option,-0.1400714361026802,10
mistral,Rate movies,Ad_Frequency,0.11215264315520553,10
mistral,Rate movies,Community_Engagement,0.04309830991230353,10
mistral,Rate movies,Cost,-0.21346492119765648,10
mistral,Rate movies,Customer_Support,0.1344732831842676,10
mistral,Rate movies,Customization_Options,-0.07565484498595701,10
mistral,Rate movies,Geographical_Availability,0.14957975973855317,10
mistral,Rate movies,Integration_Capabilities,0.16356964462416781,10
mistral,Rate movies,Mobile_Optimization,0.1493468011920607,10
mistral,Rate movies,Number_of_Downloads,0.10866534523595792,10
mistral,Rate movies,Platform_Availability,0.11897806912378428,10
mistral,Rate movies,Platform_Compatibility,0.002723912167400372,10
mistral,Rate movies,Privacy_and_Security,0.11136400363818406,10
mistral,Rate movies,Subscription_Cost,-0.1880847607111799,10
mistral,Rate movies,Update_Frequency,0.13621726063319312,10
mistral,Rate movies,User_Base,0.11636757574145906,10
mistral,Rate movies,User_Interface_and_Ease_of_Use,0.13859827833309693,10
mistral,Rate movies,User_Ratings,0.20320656592146458,10
mistral,Rate movies,User_Reviews_and_Ratings,0.1688206284750844,10
mistral,Search for offer on item,Ad_Free_Option,0.6407244844270397,10
mistral,Search for offer on item,Ad_Frequency,0.5983332466017682,10
mistral,Search for offer on item,Community_Engagement,-0.857449088960343,10
mistral,Search for offer on item,Cost,0.3932831731341576,10
mistral,Search for offer on item,Customer_Support,-0.7874141876430208,10
mistral,Search for offer on item,Customization_Options,0.613155066839362,10
mistral,Search for offer on item,Geographical_Availability,-0.7379862700228833,10
mistral,Search for offer on item,Integration_Capabilities,0.7252824681844504,10
mistral,Search for offer on item,Mobile_Optimization,-0.857449088960343,10
mistral,Search for offer on item,Number_of_Downloads,-0.7997711670480551,10
mistral,Search for offer on item,Platform_Availability,0.6955619409483891,10
mistral,Search for offer on item,Platform_Compatibility,0.7249907020141506,10
mistral,Search for offer on item,Privacy_and_Security,-0.857449088960343,10
mistral,Search for offer on item,Subscription_Cost,-0.857449088960343,10
mistral,Search for offer on item,Update_Frequency,0.6192360819900434,10
mistral,Search for offer on item,User_Base,-0.7997711670480551,10
mistral,Search for offer on item,User_Interface_and_Ease_of_Use,0.6265632886117036,10
mistral,Search for offer on item,User_Ratings,0.6846207799101737,10
mistral,Search for offer on item,User_Reviews_and_Ratings,0.6897892297197884,10
mistral,Send files,Ad_Free_Option,0.287082063243995,10
mistral,Send files,Ad_Frequency,0.2671835447751258,10
mistral,Send files,Community_Engagement,-0.010911679665309985,10
mistral,Send files,Cost,0.0682758738282487,10
mistral,Send files,Customer_Support,0.52606531525619,10
mistral,Send files,Customization_Options,0.6633556620994655,10
mistral,Send files,Geographical_Availability,-0.27263278235798893,10
mistral,Send files,Integration_Capabilities,0.1911466284770726,10
mistral,Send files,Mobile_Optimization,0.6277742362462746,10
mistral,Send files,Number_of_Downloads,-0.05263802412942721,10
mistral,Send files,Platform_Availability,0.24046803301491915,10
mistral,Send files,Platform_Compatibility,0.4895647766698379,10
mistral,Send files,Privacy_and_Security,-0.7536982277873345,10
mistral,Send files,Subscription_Cost,0.223279786392107,10
mistral,Send files,Update_Frequency,0.5265162032428048,10
mistral,Send files,User_Base,-0.2131955274643227,10
mistral,Send files,User_Interface_and_Ease_of_Use,0.0009379788404891371,10
mistral,Send files,User_Ratings,0.5630920928513715,10
mistral,Send files,User_Reviews_and_Ratings,0.5162196189343533,10
mistral,Watch streams,Ad_Free_Option,0.6052221422740236,10
mistral,Watch streams,Ad_Frequency,-0.2162678062958217,10
mistral,Watch streams,Community_Engagement,-0.55,10
mistral,Watch streams,Cost,-0.6640704102193948,10
mistral,Watch streams,Customer_Support,0.8020216505820119,10
mistral,Watch streams,Customization_Options,0.49404530024484183,10
mistral,Watch streams,Geographical_Availability,0.5687023405295745,10
mistral,Watch streams,Integration_Capabilities,0.8026635268673751,10
mistral,Watch streams,Mobile_Optimization,0.5805291302955987,10
mistral,Watch streams,Number_of_Downloads,0.6301310043668122,10
mistral,Watch streams,Platform_Availability,0.8408635717119124,10
mistral,Watch streams,Platform_Compatibility,0.6716853342916755,10
mistral,Watch streams,Privacy_and_Security,-0.857449088960343,10
mistral,Watch streams,Subscription_Cost,-0.857449088960343,10
mistral,Watch streams,Update_Frequency,0.6358552520226126,10
mistral,Watch streams,User_Base,0.8850609685665903,10
mistral,Watch streams,User_Interface_and_Ease_of_Use,0.628136106187038,10
mistral,Watch streams,User_Ratings,0.5227121935016493,10
mistral,Watch streams,User_Reviews_and_Ratings,0.8176251329669519,10
mistral,Write notes,Ad_Free_Option,0.7566126639942292,10
mistral,Write notes,Ad_Frequency,0.4475606370400631,10
mistral,Write notes,Community_Engagement,0.34870539599251116,10
mistral,Write notes,Cost,0.6945804883280937,10
mistral,Write notes,Customer_Support,0.412434784357246,10
mistral,Write notes,Customization_Options,0.47917182376152123,10
mistral,Write notes,Geographical_Availability,0.7075642202070952,10
mistral,Write notes,Integration_Capabilities,0.6866062228558991,10
mistral,Write notes,Mobile_Optimization,0.7489993680490945,10
mistral,Write notes,Number_of_Downloads,0.8390822572765853,10
mistral,Write notes,Platform_Availability,0.6622731433203836,10
mistral,Write notes,Platform_Compatibility,0.7348930967005622,10
mistral,Write notes,Privacy_and_Security,0.5727483955629181,10
mistral,Write notes,Subscription_Cost,0.7436381465049333,10
mistral,Write notes,Update_Frequency,0.7545487593100324,10
mistral,Write notes,User_Base,0.8133102650893538,10
mistral,Write notes,User_Interface_and_Ease_of_Use,0.7881664538458089,10
mistral,Write notes,User_Ratings,0.8006695934410878,10
mistral,Write notes,User_Reviews_and_Ratings,0.766509735215829,10
gemini,Access to movies,Ad_Free_Option,0.05328738773377305,10
gemini,Access to movies,Ad_Frequency,-0.08580889003785833,10
gemini,Access to movies,Community_Engagement,-0.021885451026155422,10
gemini,Access to movies,Customization_Options,-0.5869027761471275,10
gemini,Access to movies,Geographical_Availability,0.4237715122944392,10
gemini,Access to movies,Integration_Capabilities,-0.18667347365736253,10
gemini,Access to movies,Mobile_Optimization,0.09011438827401468,10
gemini,Access to movies,Number_of_Downloads,0.18320309601504353,10
gemini,Access to movies,Platform_Availability,0.4732490993790891,10
gemini,Access to movies,Platform_Compatibility,0.348779561659171,10
gemini,Access to movies,Privacy_and_Security,-0.3329604533268148,10
gemini,Access to movies,User_Base,0.018385725306787087,10
gemini,Access to movies,User_Interface_and_Ease_of_Use,0.3854542446736697,10
gemini,Access to movies,User_Ratings,0.2804708124324705,10
gemini,Access to podcasts,Ad_Free_Option,0.45166007148028103,9
gemini,Access to podcasts,Community_Engagement,0.18127960492360415,9
gemini,Access to podcasts,Cost,0.4251345741225794,9
gemini,Access to podcasts,Customization_Options,0.3676792209548355,9
gemini,Access to podcasts,Geographical_Availability,0.20626122658455226,9
gemini,Access to podcasts,Integration_Capabilities,0.35305558223807615,9
gemini,Access to podcasts,Mobile_Optimization,0.5057607024761398,9
gemini,Access to podcasts,Number_of_Downloads,0.4245681108476354,9
gemini,Access to podcasts,Platform_Availability,0.47213490941618363,9
gemini,Access to podcasts,Platform_Compatibility,0.32373658928144056,9
gemini,Access to podcasts,User_Base,0.2563839059689421,9
gemini,Access to podcasts,User_Interface_and_Ease_of_Use,0.610992746061198,9
gemini,Access to podcasts,User_Ratings,0.3025554377061511,9
gemini,Broadcast messages to multiple contacts,Community_Engagement,-0.19287311442632113,6
gemini,Broadcast messages to multiple contacts,Cost,-0.3076815903580477,6
gemini,Broadcast messages to multiple contacts,Customer_Support,-0.5065896882495992,6
gemini,Broadcast messages to multiple contacts,Geographical_Availability,-0.5314722728489755,6
gemini,Broadcast messages to multiple contacts,Number_of_Downloads,-0.3464688672772529,6
gemini,Broadcast messages to multiple contacts,Platform_Availability,-0.17924888362012878,6
gemini,Broadcast messages to multiple contacts,Platform_Compatibility,-0.6802472577860555,6
gemini,Broadcast messages to multiple contacts,Subscription_Cost,-0.5327737600298129,6
gemini,Broadcast messages to multiple contacts,Update_Frequency,-0.6729052580522111,6
gemini,Broadcast messages to multiple contacts,User_Base,-0.7290390124811758,6
gemini,Broadcast messages to multiple contacts,User_Interface_and_Ease_of_Use,-0.009216573730566016,6
gemini,Broadcast messages to multiple contacts,User_Reviews_and_Ratings,-0.18649938416715206,6
gemini,Build photo collage,Ad_Free_Option,-0.05950588666091765,10
gemini,Build photo collage,Community_Engagement,-0.19824541313088398,10
gemini,Build photo collage,Cost,-0.857449088960343,10
gemini,Build photo collage,Customization_Options,-0.12581273507001584,10
gemini,Build photo collage,Platform_Availability,-0.42586156149701837,10
gemini,Build photo collage,Platform_Compatibility,-0.36742485506154005,10
gemini,Build photo collage,Privacy_and_Security,-0.3856016803632772,10
gemini,Build photo collage,Update_Frequency,-0.5120307647439745,10
gemini,Build photo collage,User_Interface_and_Ease_of_Use,-0.2423519182254779,10
gemini,Build photo collage,User_Ratings,-0.34729434622959554,10
gemini,Build photo collage,User_Reviews_and_Ratings,-0.2771386346217928,10
gemini,Collaborate with others,Community_Engagement,0.10995355843270509,10
gemini,Collaborate with others,Cost,0.43615390105367896,10
gemini,Collaborate with others,Customer_Support,-0.3105566939427722,10
gemini,Collaborate with others,Geographical_Availability,0.4602551057578558,10
gemini,Collaborate with others,Integration_Capabilities,0.5788860854438977,10
gemini,Collaborate with others,Mobile_Optimization,0.19666407065995994,10
gemini,Collaborate with others,Number_of_Downloads,0.5931171114357346,10
gemini,Collaborate with others,Platform_Availability,0.24241439242767931,10
gemini,Collaborate with others,Platform_Compatibility,0.4295972033194776,10
gemini,Collaborate with others,Privacy_and_Security,0.16519574957765099,10
gemini,Collaborate with others,Update_Frequency,0.578306590362468,10
gemini,Collaborate with others,User_Base,0.5595679379456161,10
gemini,Collaborate with others,User_Interface_and_Ease_of_Use,0.01998536588418436,10
gemini,Collaborate with others,User_Ratings,0.5492922970333286,10
gemini,Collaborate with others,User_Reviews_and_Ratings,0.5718944215959705,10
gemini,Go Live,Ad_Free_Option,-0.20081708765677952,8
gemini,Go Live,Cost,-0.16259330288109927,8
gemini,Go Live,Customer_Support,-0.8376159187287386,8
gemini,Go Live,Customization_Options,-0.5934853378567908,8
gemini,Go Live,Geographical_Availability,-0.12535943436251765,8
gemini,Go Live,Integration_Capabilities,-0.6639877538613451,8
gemini,Go Live,Mobile_Optimization,-0.09619548727765717,8
gemini,Go Live,Platform_Availability,0.038774718562595706,8
gemini,Go Live,Platform_Compatibility,-0.03313395463641093,8
gemini,Go Live,User_Interface_and_Ease_of_Use,-0.0785666920274599,8
gemini,Go Live,User_Ratings,-0.48803611249381007,8
gemini,Go Live,User_Reviews_and_Ratings,0.356677332669857,8
gemini,Keeping up with friends,Ad_Free_Option,-0.46279999644835257,10
gemini,Keeping up with friends,Ad_Frequency,-0.2170612697769844,10
gemini,Keeping up with friends,Cost,0.026026556798510726,10
gemini,Keeping up with friends,Geographical_Availability,-0.0816921237170853,10
gemini,Keeping up with friends,Integration_Capabilities,0.1895054709108293,10
gemini,Keeping up with friends,Mobile_Optimization,0.22564558328828926,10
gemini,Keeping up with friends,Number_of_Downloads,0.013818508359293793,10
gemini,Keeping up with friends,Platform_Availability,-0.8103832377872286,10
gemini,Keeping up with friends,Platform_Compatibility,0.017877065763278504,10
gemini,Keeping up with friends,Privacy_and_Security,-0.5778405305338553,10
gemini,Keeping up with friends,Update_Frequency,0.12974817096444852,10
gemini,Keeping up with friends,User_Base,-0.042623455357519616,10
gemini,Keeping up with friends,User_Interface_and_Ease_of_Use,0.01364710685224722,10
gemini,Keeping up with friends,User_Reviews_and_Ratings,0.04122131876324222,10
gemini,List items for sale,Cost,-0.857449088960343,10
gemini,List items for sale,Customer_Support,0.4582385931308125,10
gemini,List items for sale,Customization_Options,0.4383465756515861,10
gemini,List items for sale,Geographical_Availability,0.3694114676002692,10
gemini,List items for sale,Integration_Capabilities,-0.12361383219303393,10
gemini,List items for sale,Mobile_Optimization,0.6063795246258075,10
gemini,List items for sale,Number_of_Downloads,0.5847531950454405,10
gemini,List items for sale,Platform_Availability,0.46026836937870835,10
gemini,List items for sale,Platform_Compatibility,0.6589614648135165,10
gemini,List items for sale,Update_Frequency,0.41327044182331224,10
gemini,List items for sale,User_Base,0.5581964243174895,10
gemini,List items for sale,User_Interface_and_Ease_of_Use,0.3483286521925685,10
gemini,List items for sale,User_Ratings,0.23603453689828763,10
gemini,List items for sale,User_Reviews_and_Ratings,0.6181753615929519,10
gemini,Photo effects,Cost,-0.09796156499892628,10
gemini,Photo effects,Customization_Options,-0.029590653182784234,10
gemini,Photo effects,Geographical_Availability,-0.2462721329564697,10
gemini,Photo effects,Integration_Capabilities,0.07429012740591581,10
gemini,Photo effects,Mobile_Optimization,0.13300509896639098,10
gemini,Photo effects,Platform_Availability,-0.857449088960343,10
gemini,Photo effects,Platform_Compatibility,0.2315304174776233,10
gemini,Photo effects,Privacy_and_Security,-0.14179414036438454,10
gemini,Photo effects,Update_Frequency,0.0400194879121314,10
gemini,Photo effects,User_Base,-0.23210303457369888,10
gemini,Photo effects,User_Interface_and_Ease_of_Use,-0.38127335527872896,10
gemini,Photo effects,User_Reviews_and_Ratings,-0.2060243738732032,10
gemini,Play games,Ad_Free_Option,-0.7275269224070103,10
gemini,Play games,Ad_Frequency,-0.7833774698922573,10
gemini,Play games,Community_Engagement,-0.4790817055623039,10
gemini,Play games,Cost,-0.857449088960343,10
gemini,Play games,Customer_Support,-0.6712545113151328,10
gemini,Play games,Customization_Options,-0.7719626416901708,10
gemini,Play games,Mobile_Optimization,-0.3850555333119102,10
gemini,Play games,Number_of_Downloads,-0.44933533177531515,10
gemini,Play games,Platform_Availability,-0.5522943941414007,10
gemini,Play games,Platform_Compatibility,-0.6052863924458749,10
gemini,Play games,Update_Frequency,-0.45265089472790737,10
gemini,Play games,User_Base,-0.1968813863235448,10
gemini,Play games,User_Interface_and_Ease_of_Use,-0.43022531624978483,10
gemini,Play games,User_Ratings,-0.4275669531763425,10
gemini,Play games,User_Reviews_and_Ratings,-0.2679845447279716,10
gemini,Play playlist on shuffle mode,Ad_Free_Option,-0.7089030157101515,9
gemini,Play playlist on shuffle mode,Community_Engagement,-0.3213745184478154,9
gemini,Play playlist on shuffle mode,Cost,-0.857449088960343,9
gemini,Play playlist on shuffle mode,Customization_Options,-0.5235653987262318,9
gemini,Play playlist on shuffle mode,Integration_Capabilities,-0.17114858419708415,9
gemini,Play playlist on shuffle mode,Mobile_Optimization,-0.42598574502723746,9
gemini,Play playlist on shuffle mode,Number_of_Downloads,-0.3252146629358387,9
gemini,Play playlist on shuffle mode,Platform_Availability,-0.30292802968205834,9
gemini,Play playlist on shuffle mode,Platform_Compatibility,-0.40528485062778796,9
gemini,Play playlist on shuffle mode,Subscription_Cost,-0.2589822622530034,9
gemini,Play playlist on shuffle mode,Update_Frequency,-0.6799000141805067,9
gemini,Play playlist on shuffle mode,User_Base,-0.34496129996478964,9
gemini,Play playlist on shuffle mode,User_Interface_and_Ease_of_Use,-0.8011924375486622,9
gemini,Play playlist on shuffle mode,User_Ratings,-0.17395777510492472,9
gemini,Play playlist on shuffle mode,User_Reviews_and_Ratings,-0.48941267610571376,9
gemini,Rate movies,Ad_Frequency,0.2900211931837634,10
gemini,Rate movies,Community_Engagement,0.2195066625160341,10
gemini,Rate movies,Cost,-0.0606630759006622,10
gemini,Rate movies,Customization_Options,0.32657931816839764,10
gemini,Rate movies,Geographical_Availability,0.2440049317646225,10
gemini,Rate movies,Integration_Capabilities,0.09369762358414764,10
gemini,Rate movies,Mobile_Optimization,0.058315319662166035,10
gemini,Rate movies,Platform_Availability,0.07936913515283298,10
gemini,Rate movies,Platform_Compatibility,0.004408157729437469,10
gemini,Rate movies,Update_Frequency,0.1869071213133967,10
gemini,Rate movies,User_Base,0.10636780120575529,10
gemini,Rate movies,User_Interface_and_Ease_of_Use,0.1831377356400339,10
gemini,Rate movies,User_Ratings,0.026702236590617344,10
gemini,Rate movies,User_Reviews_and_Ratings,0.3912611377386749,10
gemini,Search for offer on item,Cost,0.1881751415611604,10
gemini,Search for offer on item,Customization_Options,0.03572824121426011,10
gemini,Search for offer on item,Geographical_Availability,-0.27888336763146493,10
gemini,Search for offer on item,Integration_Capabilities,0.15420751155360363,10
gemini,Search for offer on item,Mobile_Optimization,-0.07015887484210445,10
gemini,Search for offer on item,Platform_Availability,0.18150150506146726,10
gemini,Search for offer on item,Update_Frequency,0.3030735846633368,10
gemini,Search for offer on item,User_Interface_and_Ease_of_Use,0.04020432569072584,10
gemini,Search for offer on item,User_Ratings,-0.5281646312636412,10
gemini,Search for offer on item,User_Reviews_and_Ratings,0.21974417707621458,10
gemini,Send files,Ad_Free_Option,0.027417591007062203,10
gemini,Send files,Cost,0.029310029584690072,10
gemini,Send files,Customization_Options,0.20375718513038926,10
gemini,Send files,Integration_Capabilities,0.00873444176397127,10
gemini,Send files,Mobile_Optimization,-0.36659744105690895,10
gemini,Send files,Number_of_Downloads,0.11612782126239445,10
gemini,Send files,Platform_Availability,0.08360476356084531,10
gemini,Send files,Platform_Compatibility,0.06255895740503423,10
gemini,Send files,Privacy_and_Security,-0.6597040012862857,10
gemini,Send files,Update_Frequency,0.12653100512530552,10
gemini,Send files,User_Interface_and_Ease_of_Use,0.27461631031831646,10
gemini,Send files,User_Ratings,0.18051349828751867,10
gemini,Send files,User_Reviews_and_Ratings,0.289292734029979,10
gemini,Watch streams,Ad_Free_Option,-0.7012873859641664,10
gemini,Watch streams,Ad_Frequency,-0.6573835481713652,10
gemini,Watch streams,Community_Engagement,-0.38917369194867396,10
gemini,Watch streams,Cost,-0.7202958107886288,10
gemini,Watch streams,Customization_Options,-0.40956921731936813,10
gemini,Watch streams,Geographical_Availability,-0.45758325305105796,10
gemini,Watch streams,Integration_Capabilities,-0.7960816348251823,10
gemini,Watch streams,Number_of_Downloads,-0.42121615920960326,10
gemini,Watch streams,Platform_Availability,-0.39525430734943323,10
gemini,Watch streams,Platform_Compatibility,-0.47244075124685014,10
gemini,Watch streams,Update_Frequency,-0.1476248039417121,10
gemini,Watch streams,User_Base,-0.24430141740572572,10
gemini,Watch streams,User_Interface_and_Ease_of_Use,-0.439890715768452,10
gemini,Watch streams,User_Reviews_and_Ratings,-0.2527500135293702,10
gemini,Write notes,Ad_Free_Option,0.424920948327148,10
gemini,Write notes,Ad_Frequency,0.11174922508301244,10
gemini,Write notes,Community_Engagement,0.24186947480417853,10
gemini,Write notes,Cost,-0.857423641605761,10
gemini,Write notes,Customer_Support,0.7008415226929017,10
gemini,Write notes,Customization_Options,0.43924292974175466,10
gemini,Write notes,Integration_Capabilities,0.5647792292564323,10
gemini,Write notes,Mobile_Optimization,0.6485076121356385,10
gemini,Write notes,Platform_Availability,0.5841549199853325,10
gemini,Write notes,Platform_Compatibility,0.5523678295359679,10
gemini,Write notes,Privacy_and_Security,-0.39259870241049166,10
gemini,Write notes,Update_Frequency,0.6338643906021646,10
gemini,Write notes,User_Base,0.4805797898517457,10
gemini,Write notes,User_Interface_and_Ease_of_Use,0.49167332040937034,10
gemini,Write notes,User_Ratings,0.5487419592222249,10
gemini,Write notes,User_Reviews_and_Ratings,0.668592372082879,10
