criteria,feature,model,correlation,num_comparisons
Number_of_Downloads,Keeping up with friends,gemini,-0.04419749995361291,30
Number_of_Downloads,List items for sale,openai,0.24218668118309072,30
Number_of_Downloads,List items for sale,mistral,0.17281795776508216,30
Number_of_Downloads,List items for sale,gemini,0.24782931579561915,30
Number_of_Downloads,Photo effects,openai,-0.25678113238056405,20
Number_of_Downloads,Photo effects,mistral,-0.18269401947914302,20
Number_of_Downloads,Photo effects,gemini,-0.43788115604226674,20
Number_of_Downloads,Play games,openai,-0.8479589436237376,30
Number_of_Downloads,Play games,mistral,0.10979825173334495,30
Number_of_Downloads,Play games,gemini,-0.41299313324952863,30
Number_of_Downloads,Play playlist on shuffle mode,openai,0.34521416061009286,30
Number_of_Downloads,Play playlist on shuffle mode,mistral,0.35579858774197787,30
Number_of_Downloads,Play playlist on shuffle mode,gemini,-0.3586925232582028,27
Number_of_Downloads,Rate movies,openai,-0.33800545130083204,20
Number_of_Downloads,Rate movies,mistral,-0.20202231078697758,20
Number_of_Downloads,Rate movies,gemini,-0.2796029028503965,20
Number_of_Downloads,Search for offer on item,openai,-0.8434862699373256,20
Number_of_Downloads,Search for offer on item,mistral,-0.828610128004199,20
Number_of_Downloads,Search for offer on item,gemini,-0.761791340677236,20
Number_of_Downloads,Send files,openai,-0.0997559215334856,30
Number_of_Downloads,Send files,mistral,-0.209124707246351,30
Number_of_Downloads,Send files,gemini,-0.2826619646108586,30
Number_of_Downloads,Watch streams,openai,-0.46696763215309406,30
Number_of_Downloads,Watch streams,mistral,0.3471222982636744,30
Number_of_Downloads,Watch streams,gemini,-0.423811205887354,30
Number_of_Downloads,Write notes,openai,0.1799529420456129,20
Number_of_Downloads,Write notes,mistral,0.3985982670495206,20
Number_of_Downloads,Write notes,gemini,0.13735493868116172,20
Platform_Availability,Access to movies,openai,0.5229250160096742,30
Platform_Availability,Access to movies,mistral,0.6395196466966624,30
Platform_Availability,Access to movies,gemini,0.33551837146367736,30
Platform_Availability,Access to podcasts,openai,0.5727945500072488,30
Platform_Availability,Access to podcasts,mistral,0.6048123888608975,30
Platform_Availability,Access to podcasts,gemini,0.2586764158937736,27
Platform_Availability,Broadcast messages to multiple contacts,openai,-0.2731082739070896,30
Platform_Availability,Broadcast messages to multiple contacts,mistral,0.12082665724603746,30
Platform_Availability,Broadcast messages to multiple contacts,gemini,-0.5193722437489802,18
Platform_Availability,Build photo collage,openai,-0.1147354489309463,30
Platform_Availability,Build photo collage,mistral,-0.01566234912006066,30
Platform_Availability,Build photo collage,gemini,-0.3716479089529578,30
Platform_Availability,Collaborate with others,openai,0.36449318724557217,30
Platform_Availability,Collaborate with others,mistral,0.4070988145827302,30
Platform_Availability,Collaborate with others,gemini,0.2896249571016868,30
Platform_Availability,Go Live,openai,-0.19509349351734545,30
Platform_Availability,Go Live,mistral,-0.6480975306573183,30
Platform_Availability,Go Live,gemini,-0.26783498384714044,24
Platform_Availability,Keeping up with friends,openai,-0.2729956812083447,30
Platform_Availability,Keeping up with friends,mistral,0.007536839640582668,30
Platform_Availability,Keeping up with friends,gemini,-0.3302107166952651,30
Platform_Availability,List items for sale,openai,0.44226474906225466,30
Platform_Availability,List items for sale,mistral,0.5033908848654707,30
Platform_Availability,List items for sale,gemini,0.35993908017386445,30
Platform_Availability,Photo effects,openai,-0.30728389121266253,30
Platform_Availability,Photo effects,mistral,-0.2520292744991934,30
Platform_Availability,Photo effects,gemini,-0.4628339272946731,30
Platform_Availability,Play games,openai,-0.8453095586022316,30
Platform_Availability,Play games,mistral,0.2054386707646198,30
Platform_Availability,Play games,gemini,-0.5465381479681423,30
Platform_Availability,Play playlist on shuffle mode,openai,0.6885771684260208,30
Platform_Availability,Play playlist on shuffle mode,mistral,0.6880178014149702,30
Platform_Availability,Play playlist on shuffle mode,gemini,-0.28825667822864826,27
Platform_Availability,Rate movies,openai,-0.40441527200428656,30
Platform_Availability,Rate movies,mistral,-0.18700074234130057,30
Platform_Availability,Rate movies,gemini,-0.12551683546886924,30
Platform_Availability,Search for offer on item,openai,0.0778583818376571,30
Platform_Availability,Search for offer on item,mistral,0.21322994761239206,30
Platform_Availability,Search for offer on item,gemini,0.005260522941721096,30
Platform_Availability,Send files,openai,-0.0896898281458872,30
Platform_Availability,Send files,mistral,-0.3228089370002997,30
Platform_Availability,Send files,gemini,-0.2053415193209961,30
Platform_Availability,Watch streams,openai,-0.4652690383233003,30
Platform_Availability,Watch streams,mistral,0.5332783112982002,30
Platform_Availability,Watch streams,gemini,-0.38562062637193173,30
Platform_Availability,Write notes,openai,0.4594534124626011,30
Platform_Availability,Write notes,mistral,0.40274146195459404,30
Platform_Availability,Write notes,gemini,0.4172338559115706,30
Platform_Compatibility,Access to movies,openai,0.3734669719978652,30
Platform_Compatibility,Access to movies,mistral,0.5567127311977099,30
Platform_Compatibility,Access to movies,gemini,0.27009091999381685,30
Platform_Compatibility,Access to podcasts,openai,0.5275106535905475,30
Platform_Compatibility,Access to podcasts,mistral,0.6138601233682192,30
Platform_Compatibility,Access to podcasts,gemini,0.20053041302028252,27
Platform_Compatibility,Broadcast messages to multiple contacts,openai,-0.13428452848400146,30
Platform_Compatibility,Broadcast messages to multiple contacts,mistral,0.16976091977762253,30
Platform_Compatibility,Broadcast messages to multiple contacts,gemini,-0.6595504223851404,18
Platform_Compatibility,Build photo collage,openai,-0.08859061290499991,30
Platform_Compatibility,Build photo collage,mistral,0.22790179397547178,30
Platform_Compatibility,Build photo collage,gemini,-0.35265222991149237,30
Platform_Compatibility,Collaborate with others,openai,0.39645804725099304,30
Platform_Compatibility,Collaborate with others,mistral,0.4234574842796851,30
Platform_Compatibility,Collaborate with others,gemini,0.34820909222289786,30
Platform_Compatibility,Go Live,openai,-0.12369252605455487,30
Platform_Compatibility,Go Live,mistral,-0.5629439120342432,30
Platform_Compatibility,Go Live,gemini,-0.20418514586345918,24
Platform_Compatibility,Keeping up with friends,openai,-0.20902175616101398,30
Platform_Compatibility,Keeping up with friends,mistral,0.5074882380124489,30
Platform_Compatibility,Keeping up with friends,gemini,0.008297105164439576,30
Platform_Compatibility,List items for sale,openai,0.4159905748975777,30
Platform_Compatibility,List items for sale,mistral,0.4032889371890519,30
Platform_Compatibility,List items for sale,gemini,0.40252290913619393,30
Platform_Compatibility,Photo effects,openai,-0.03283807457652923,30
Platform_Compatibility,Photo effects,mistral,0.14198267544859972,30
Platform_Compatibility,Photo effects,gemini,-0.04424732725346181,30
Platform_Compatibility,Play games,openai,-0.8572267864425278,30
Platform_Compatibility,Play games,mistral,0.11006907182004254,30
Platform_Compatibility,Play games,gemini,-0.58524149490067,30
Platform_Compatibility,Play playlist on shuffle mode,openai,0.2122126945835537,30
Platform_Compatibility,Play playlist on shuffle mode,mistral,0.21593579241545757,30
Platform_Compatibility,Play playlist on shuffle mode,gemini,-0.3341697690716573,27
Platform_Compatibility,Rate movies,openai,-0.3684656379384351,30
Platform_Compatibility,Rate movies,mistral,-0.3657622262806284,30
Platform_Compatibility,Rate movies,gemini,-0.21439461767002,30
Platform_Compatibility,Search for offer on item,openai,0.14814515713179172,20
Platform_Compatibility,Search for offer on item,mistral,0.2112018403473587,20
Platform_Compatibility,Search for offer on item,gemini,-0.10597485996527004,20
Platform_Compatibility,Send files,openai,-0.029037517830371725,30
Platform_Compatibility,Send files,mistral,-0.18115890882953498,30
Platform_Compatibility,Send files,gemini,-0.16828317577751845,30
Platform_Compatibility,Watch streams,openai,-0.4511301415655019,30
Platform_Compatibility,Watch streams,mistral,0.08140091839177546,30
Platform_Compatibility,Watch streams,gemini,-0.4109514357292199,30
Platform_Compatibility,Write notes,openai,0.6055498305756447,30
Platform_Compatibility,Write notes,mistral,0.5519731077452914,30
Platform_Compatibility,Write notes,gemini,0.4935856630105628,30
Privacy_and_Security,Access to movies,openai,0.14211737494281787,30
Privacy_and_Security,Access to movies,mistral,0.17410850924713916,30
Privacy_and_Security,Access to movies,gemini,-0.10139431282713705,30
Privacy_and_Security,Access to podcasts,openai,-0.14764150175909213,20
Privacy_and_Security,Access to podcasts,mistral,-0.1945618952294917,20
Privacy_and_Security,Access to podcasts,gemini,0.03281903107886057,18
Privacy_and_Security,Broadcast messages to multiple contacts,openai,-0.19504310622007104,20
Privacy_and_Security,Broadcast messages to multiple contacts,mistral,-0.20393956755032255,20
Privacy_and_Security,Broadcast messages to multiple contacts,gemini,-0.7251129273544236,12
Privacy_and_Security,Build photo collage,openai,-0.42847216085670536,30
Privacy_and_Security,Build photo collage,mistral,0.010472058212688345,30
Privacy_and_Security,Build photo collage,gemini,-0.3228612206822636,30
Privacy_and_Security,Collaborate with others,openai,-0.21422618275407196,30
Privacy_and_Security,Collaborate with others,mistral,-0.19700998701712433,30
Privacy_and_Security,Collaborate with others,gemini,-0.24047123776803303,30
Privacy_and_Security,Go Live,openai,-0.5234528910181645,20
Privacy_and_Security,Go Live,mistral,-0.6316337707778334,20
Privacy_and_Security,Go Live,gemini,-0.5701167557732776,16
Privacy_and_Security,Keeping up with friends,openai,-0.4409298104061277,30
Privacy_and_Security,Keeping up with friends,mistral,-0.45154377928741335,30
Privacy_and_Security,Keeping up with friends,gemini,-0.5799239738207823,30
Privacy_and_Security,List items for sale,openai,0.3070755223679861,20
Privacy_and_Security,List items for sale,mistral,0.1900926616614965,20
Privacy_and_Security,List items for sale,gemini,0.0670253583585984,20
Privacy_and_Security,Photo effects,openai,-0.335639715258967,30
Privacy_and_Security,Photo effects,mistral,-0.25808806053953043,30
Privacy_and_Security,Photo effects,gemini,-0.3157436517989395,30
Privacy_and_Security,Play games,openai,-0.857423641605761,20
Privacy_and_Security,Play games,mistral,-0.8284957115282264,20
Privacy_and_Security,Play games,gemini,-0.8554907645178936,20
Privacy_and_Security,Play playlist on shuffle mode,openai,-0.8488750886022551,20
Privacy_and_Security,Play playlist on shuffle mode,mistral,-0.8574490889603432,20
Privacy_and_Security,Play playlist on shuffle mode,gemini,-0.6955757310906825,18
Privacy_and_Security,Rate movies,openai,-0.39687341448031693,20
Privacy_and_Security,Rate movies,mistral,-0.24297307983612457,20
Privacy_and_Security,Rate movies,gemini,-0.3155679356301652,20
Privacy_and_Security,Search for offer on item,openai,-0.31874257521807925,20
Privacy_and_Security,Search for offer on item,mistral,-0.7392795599172178,20
Privacy_and_Security,Search for offer on item,gemini,-0.4718224710136553,20
Privacy_and_Security,Send files,openai,-0.5562605871537849,30
Privacy_and_Security,Send files,mistral,-0.770693840970668,30
Privacy_and_Security,Send files,gemini,-0.5614606795441233,30
Privacy_and_Security,Watch streams,openai,-0.7247374518526838,20
Privacy_and_Security,Watch streams,mistral,-0.39029113801230964,20
Privacy_and_Security,Watch streams,gemini,-0.6623977034481887,20
Privacy_and_Security,Write notes,openai,-0.0534967533462318,30
Privacy_and_Security,Write notes,mistral,-0.0828376269283992,30
Privacy_and_Security,Write notes,gemini,-0.11852568195402921,30
Subscription_Cost,Access to movies,openai,-0.1272517817233671,20
Subscription_Cost,Access to movies,mistral,-0.159516561075399,20
Subscription_Cost,Access to movies,gemini,-0.09230748341033992,20
Subscription_Cost,Access to podcasts,openai,-0.11348553850821252,20
Subscription_Cost,Access to podcasts,mistral,-0.06106554128878463,20
Subscription_Cost,Access to podcasts,gemini,-0.2193610830568105,18
Subscription_Cost,Broadcast messages to multiple contacts,openai,-0.27580985437054667,30
Subscription_Cost,Broadcast messages to multiple contacts,mistral,-0.08257076110807952,30
Subscription_Cost,Broadcast messages to multiple contacts,gemini,-0.5088927145128774,18
Subscription_Cost,Build photo collage,openai,-0.3918841476737537,20
Subscription_Cost,Build photo collage,mistral,-0.03648799621771574,20
Subscription_Cost,Build photo collage,gemini,-0.4109356092149504,20
Subscription_Cost,Collaborate with others,openai,0.23477298315266215,20
Subscription_Cost,Collaborate with others,mistral,0.5331060546114919,20
Subscription_Cost,Collaborate with others,gemini,0.33478917786154033,20
Subscription_Cost,Go Live,openai,-0.6498491645409616,20
Subscription_Cost,Go Live,mistral,-0.7321465287803207,20
Subscription_Cost,Go Live,gemini,-0.7096104196415352,16
Subscription_Cost,Keeping up with friends,openai,-0.29737061479061727,20
Subscription_Cost,Keeping up with friends,mistral,-0.44270867341214687,20
Subscription_Cost,Keeping up with friends,gemini,-0.4270824637228626,20
Subscription_Cost,List items for sale,openai,0.17082250432647422,20
Subscription_Cost,List items for sale,mistral,0.291178818985838,20
Subscription_Cost,List items for sale,gemini,0.1510220295196542,20
Subscription_Cost,Photo effects,openai,-0.19445354958732614,20
Subscription_Cost,Photo effects,mistral,0.20713449891845603,20
Subscription_Cost,Photo effects,gemini,-0.2250082150863483,20
Subscription_Cost,Play games,openai,-0.8160661057288058,20
Subscription_Cost,Play games,mistral,-0.08336198135024911,20
Subscription_Cost,Play games,gemini,-0.6540141834498548,20
Subscription_Cost,Play playlist on shuffle mode,openai,0.3482661246206724,30
Subscription_Cost,Play playlist on shuffle mode,mistral,0.28118772938134856,30
Subscription_Cost,Play playlist on shuffle mode,gemini,-0.4351837213054524,27
Subscription_Cost,Rate movies,openai,-0.2359125965950452,20
Subscription_Cost,Rate movies,mistral,-0.15208744426169465,20
Subscription_Cost,Rate movies,gemini,-0.11073491652979313,20
Subscription_Cost,Search for offer on item,openai,-0.8574490889603432,20
Subscription_Cost,Search for offer on item,mistral,-0.8574490889603432,20
Subscription_Cost,Search for offer on item,gemini,-0.8574490889603432,20
Subscription_Cost,Send files,openai,-0.3787542673141088,20
Subscription_Cost,Send files,mistral,-0.24872426798514527,20
Subscription_Cost,Send files,gemini,-0.3725234222168759,20
Subscription_Cost,Watch streams,openai,-0.721785853449769,20
Subscription_Cost,Watch streams,mistral,-0.32140879065568695,20
Subscription_Cost,Watch streams,gemini,-0.6691639996297989,20
Subscription_Cost,Write notes,openai,0.3354589903092079,20
Subscription_Cost,Write notes,mistral,0.46763807265370305,20
Subscription_Cost,Write notes,gemini,0.3029764381828038,20
Update_Frequency,Access to movies,openai,0.47515051293189153,20
Update_Frequency,Access to movies,mistral,0.5577259601872034,20
Update_Frequency,Access to movies,gemini,0.2085751897747826,20
Update_Frequency,Access to podcasts,openai,0.2627156361803662,20
Update_Frequency,Access to podcasts,mistral,0.40019090813707603,20
Update_Frequency,Access to podcasts,gemini,0.15045786670920225,18
Update_Frequency,Broadcast messages to multiple contacts,openai,-0.03345865357984827,30
Update_Frequency,Broadcast messages to multiple contacts,mistral,0.14110202951006273,30
Update_Frequency,Broadcast messages to multiple contacts,gemini,-0.6691820001711536,18
Update_Frequency,Build photo collage,openai,-0.39778476493491094,30
Update_Frequency,Build photo collage,mistral,-0.29856044339245386,30
Update_Frequency,Build photo collage,gemini,-0.4439135029210813,30
Update_Frequency,Collaborate with others,openai,0.2528640985227556,30
Update_Frequency,Collaborate with others,mistral,0.5829658174684017,30
Update_Frequency,Collaborate with others,gemini,0.443763511839672,30
Update_Frequency,Go Live,openai,-0.8574490889603432,20
Update_Frequency,Go Live,mistral,-0.47072813261035407,20
Update_Frequency,Go Live,gemini,-0.8487735539259262,16
Update_Frequency,Keeping up with friends,openai,-0.2106669704852923,30
Update_Frequency,Keeping up with friends,mistral,0.34710108705421533,30
Update_Frequency,Keeping up with friends,gemini,-0.01787088170284589,30
Update_Frequency,List items for sale,openai,0.36701515684886304,30
Update_Frequency,List items for sale,mistral,0.3828862886683194,30
Update_Frequency,List items for sale,gemini,0.3093205513212511,30
Update_Frequency,Photo effects,openai,-0.21013509248266762,30
Update_Frequency,Photo effects,mistral,-0.33734989906260904,30
Update_Frequency,Photo effects,gemini,-0.24602414855636923,30
Update_Frequency,Play games,openai,-0.8498714985506592,30
Update_Frequency,Play games,mistral,0.18702923785267256,30
Update_Frequency,Play games,gemini,-0.48201018580648375,30
Update_Frequency,Play playlist on shuffle mode,openai,0.3036463605781519,30
Update_Frequency,Play playlist on shuffle mode,mistral,0.2739451979538039,30
Update_Frequency,Play playlist on shuffle mode,gemini,-0.40539135306222734,27
Update_Frequency,Rate movies,openai,-0.42031696495075155,30
Update_Frequency,Rate movies,mistral,-0.23094684232789564,30
Update_Frequency,Rate movies,gemini,-0.16497461160314517,30
Update_Frequency,Search for offer on item,openai,-0.10107956775442949,30
Update_Frequency,Search for offer on item,mistral,0.00840942261152912,30
Update_Frequency,Search for offer on item,gemini,-0.08666655198474675,30
Update_Frequency,Send files,openai,-0.2896657347634632,30
Update_Frequency,Send files,mistral,-0.050016231854289335,30
Update_Frequency,Send files,gemini,-0.36603905294915345,30
Update_Frequency,Watch streams,openai,-0.4180191886199881,30
Update_Frequency,Watch streams,mistral,0.44261791138465506,30
Update_Frequency,Watch streams,gemini,-0.31583480070416475,30
Update_Frequency,Write notes,openai,0.4272195726510631,30
Update_Frequency,Write notes,mistral,0.5916695760724096,30
Update_Frequency,Write notes,gemini,0.398344972515196,30
User_Base,Access to movies,openai,0.3858406944820698,30
User_Base,Access to movies,mistral,0.4418801486007649,30
User_Base,Access to movies,gemini,0.1337614453993104,30
User_Base,Access to podcasts,openai,0.4348490130953135,30
User_Base,Access to podcasts,mistral,0.6163991336775587,30
User_Base,Access to podcasts,gemini,0.14267983457791153,27
User_Base,Broadcast messages to multiple contacts,openai,-0.254032344234591,30
User_Base,Broadcast messages to multiple contacts,mistral,0.37554504470099315,30
User_Base,Broadcast messages to multiple contacts,gemini,-0.7151195681583216,18
User_Base,Build photo collage,openai,-0.2782950696980879,20
User_Base,Build photo collage,mistral,-0.14963424680779797,20
User_Base,Build photo collage,gemini,-0.5249494571714208,20
User_Base,Collaborate with others,openai,-0.036754656500552325,30
User_Base,Collaborate with others,mistral,0.2065757293213339,30
User_Base,Collaborate with others,gemini,0.06786982074742556,30
User_Base,Go Live,openai,-0.8574490889603432,20
User_Base,Go Live,mistral,-0.37540244913627285,20
User_Base,Go Live,gemini,-0.8425162365931606,16
User_Base,Keeping up with friends,openai,-0.43076383419892783,30
User_Base,Keeping up with friends,mistral,0.2284154318168633,30
User_Base,Keeping up with friends,gemini,-0.07794073736305103,30
User_Base,List items for sale,openai,0.43042031356843785,30
User_Base,List items for sale,mistral,0.25914694374047736,30
User_Base,List items for sale,gemini,0.2819381827599396,30
User_Base,Photo effects,openai,-0.17735690299754375,30
User_Base,Photo effects,mistral,-0.15048301407646006,30
User_Base,Photo effects,gemini,-0.34339092834867324,30
User_Base,Play games,openai,-0.8537313903136373,30
User_Base,Play games,mistral,0.1929304677270306,30
User_Base,Play games,gemini,-0.3289825907701986,30
User_Base,Play playlist on shuffle mode,openai,0.46917776717673976,30
User_Base,Play playlist on shuffle mode,mistral,0.4567181358251257,30
User_Base,Play playlist on shuffle mode,gemini,-0.35145839372804094,27
User_Base,Rate movies,openai,-0.21421427575802438,30
User_Base,Rate movies,mistral,-0.20139197111736332,30
User_Base,Rate movies,gemini,-0.17277350414688336,30
User_Base,Search for offer on item,openai,-0.8320019623542159,20
User_Base,Search for offer on item,mistral,-0.7928537597786175,20
User_Base,Search for offer on item,gemini,-0.7575888250004288,20
User_Base,Send files,openai,-0.16311518370192368,20
User_Base,Send files,mistral,-0.4145334613159152,20
User_Base,Send files,gemini,-0.3298824923783389,20
User_Base,Watch streams,openai,-0.48380288226993745,30
User_Base,Watch streams,mistral,-0.035701560127464914,30
User_Base,Watch streams,gemini,-0.2919962865773261,30
User_Base,Write notes,openai,0.4015192160019963,30
User_Base,Write notes,mistral,0.5010485163342696,30
User_Base,Write notes,gemini,0.323395086809838,30
User_Interface_and_Ease_of_Use,Access to movies,openai,0.5571089603466912,30
User_Interface_and_Ease_of_Use,Access to movies,mistral,0.5034511122870566,30
User_Interface_and_Ease_of_Use,Access to movies,gemini,0.32535220036086776,30
User_Interface_and_Ease_of_Use,Access to podcasts,openai,0.27475182065879383,30
User_Interface_and_Ease_of_Use,Access to podcasts,mistral,0.37266222474578786,30
User_Interface_and_Ease_of_Use,Access to podcasts,gemini,0.27319951619002375,27
User_Interface_and_Ease_of_Use,Broadcast messages to multiple contacts,openai,-0.3584080981472823,30
User_Interface_and_Ease_of_Use,Broadcast messages to multiple contacts,mistral,0.09996832507006297,30
User_Interface_and_Ease_of_Use,Broadcast messages to multiple contacts,gemini,-0.46696918028507245,18
User_Interface_and_Ease_of_Use,Build photo collage,openai,-0.1914647315418784,30
User_Interface_and_Ease_of_Use,Build photo collage,mistral,-0.010584696413040672,30
User_Interface_and_Ease_of_Use,Build photo collage,gemini,-0.2523872423853159,30
User_Interface_and_Ease_of_Use,Collaborate with others,openai,0.17921591262819056,30
User_Interface_and_Ease_of_Use,Collaborate with others,mistral,0.2931484333414987,30
User_Interface_and_Ease_of_Use,Collaborate with others,gemini,0.23694167195697272,30
User_Interface_and_Ease_of_Use,Go Live,openai,-0.36032340459779305,30
User_Interface_and_Ease_of_Use,Go Live,mistral,-0.3951069911904705,30
User_Interface_and_Ease_of_Use,Go Live,gemini,-0.3649319707449314,24
User_Interface_and_Ease_of_Use,Keeping up with friends,openai,-0.2617670449749738,30
User_Interface_and_Ease_of_Use,Keeping up with friends,mistral,-0.10156456259661223,30
User_Interface_and_Ease_of_Use,Keeping up with friends,gemini,-0.20768410505022708,30
User_Interface_and_Ease_of_Use,List items for sale,openai,0.32878674533054014,30
User_Interface_and_Ease_of_Use,List items for sale,mistral,0.39435183983284916,30
User_Interface_and_Ease_of_Use,List items for sale,gemini,0.2903611302777326,30
User_Interface_and_Ease_of_Use,Photo effects,openai,-0.12383532961331083,30
User_Interface_and_Ease_of_Use,Photo effects,mistral,0.12518272762156038,30
User_Interface_and_Ease_of_Use,Photo effects,gemini,-0.14169007817974646,30
User_Interface_and_Ease_of_Use,Play games,openai,-0.8402419835962724,30
User_Interface_and_Ease_of_Use,Play games,mistral,0.27864461512649413,30
User_Interface_and_Ease_of_Use,Play games,gemini,-0.532715125142196,30
User_Interface_and_Ease_of_Use,Play playlist on shuffle mode,openai,0.14374626424171819,30
User_Interface_and_Ease_of_Use,Play playlist on shuffle mode,mistral,0.18728026746425108,30
User_Interface_and_Ease_of_Use,Play playlist on shuffle mode,gemini,-0.47619012250495274,27
User_Interface_and_Ease_of_Use,Rate movies,openai,-0.30505497563610984,30
User_Interface_and_Ease_of_Use,Rate movies,mistral,-0.15611852199785473,30
User_Interface_and_Ease_of_Use,Rate movies,gemini,-0.08405173751284037,30
User_Interface_and_Ease_of_Use,Search for offer on item,openai,-0.05130473056339956,30
User_Interface_and_Ease_of_Use,Search for offer on item,mistral,0.10226329039140937,30
User_Interface_and_Ease_of_Use,Search for offer on item,gemini,-0.09664834346842807,30
User_Interface_and_Ease_of_Use,Send files,openai,-0.025069374972642753,30
User_Interface_and_Ease_of_Use,Send files,mistral,-0.2610955725460892,30
User_Interface_and_Ease_of_Use,Send files,gemini,-0.15462265279603224,30
User_Interface_and_Ease_of_Use,Watch streams,openai,-0.3834681009480631,30
User_Interface_and_Ease_of_Use,Watch streams,mistral,0.25164897192279784,30
User_Interface_and_Ease_of_Use,Watch streams,gemini,-0.44732849876674563,30
User_Interface_and_Ease_of_Use,Write notes,openai,0.5343052076402024,30
User_Interface_and_Ease_of_Use,Write notes,mistral,0.5880867664948055,30
User_Interface_and_Ease_of_Use,Write notes,gemini,0.46249529371559966,30
User_Ratings,Access to movies,openai,0.3587450393454018,30
User_Ratings,Access to movies,mistral,0.43701584744384014,30
User_Ratings,Access to movies,gemini,0.25707341285008184,30
User_Ratings,Access to podcasts,openai,0.1360975160694785,30
User_Ratings,Access to podcasts,mistral,0.31473075353199004,30
User_Ratings,Access to podcasts,gemini,0.06608598200515992,27
User_Ratings,Broadcast messages to multiple contacts,openai,-0.08859731068250273,20
User_Ratings,Broadcast messages to multiple contacts,mistral,0.25303505228538314,20
User_Ratings,Broadcast messages to multiple contacts,gemini,-0.6880005734006938,12
User_Ratings,Build photo collage,openai,-0.09577638235021889,30
User_Ratings,Build photo collage,mistral,-0.051023162785782165,30
User_Ratings,Build photo collage,gemini,-0.380226453012204,30
User_Ratings,Collaborate with others,openai,0.381688356358907,30
User_Ratings,Collaborate with others,mistral,0.5431349313928511,30
User_Ratings,Collaborate with others,gemini,0.4482278395886761,30
User_Ratings,Go Live,openai,-0.6043418438887708,30
User_Ratings,Go Live,mistral,-0.2693101599421756,30
User_Ratings,Go Live,gemini,-0.6137219515376092,24
User_Ratings,Keeping up with friends,openai,-0.2757255624619648,20
User_Ratings,Keeping up with friends,mistral,-0.19224048623792261,20
User_Ratings,Keeping up with friends,gemini,-0.3144738359436369,20
User_Ratings,List items for sale,openai,0.048851798594253065,30
User_Ratings,List items for sale,mistral,0.13417041122889997,30
User_Ratings,List items for sale,gemini,0.004313642143874445,30
User_Ratings,Photo effects,openai,-0.314500597595717,20
User_Ratings,Photo effects,mistral,0.04105719760169295,20
User_Ratings,Photo effects,gemini,-0.3817763860990636,20
User_Ratings,Play games,openai,-0.8580514216839421,30
User_Ratings,Play games,mistral,0.09168125730029345,30
User_Ratings,Play games,gemini,-0.554581792492331,30
User_Ratings,Play playlist on shuffle mode,openai,0.6671032942269025,30
User_Ratings,Play playlist on shuffle mode,mistral,0.6500061887950714,30
User_Ratings,Play playlist on shuffle mode,gemini,-0.24526588289230167,27
User_Ratings,Rate movies,openai,-0.3031610698976023,30
User_Ratings,Rate movies,mistral,-0.13241363124857047,30
User_Ratings,Rate movies,gemini,-0.19057752833105762,30
User_Ratings,Search for offer on item,openai,-0.21275802972088179,30
User_Ratings,Search for offer on item,mistral,-0.056429143789861684,30
User_Ratings,Search for offer on item,gemini,-0.33719534942184676,30
User_Ratings,Send files,openai,-0.1561136102289864,30
User_Ratings,Send files,mistral,-0.0694549439788697,30
User_Ratings,Send files,gemini,-0.18715461481823678,30
User_Ratings,Watch streams,openai,-0.6458263538933683,20
User_Ratings,Watch streams,mistral,-0.1510008826542097,20
User_Ratings,Watch streams,gemini,-0.6073169629439245,20
User_Ratings,Write notes,openai,0.594674886803626,30
User_Ratings,Write notes,mistral,0.6347503403970733,30
User_Ratings,Write notes,gemini,0.49246415546307554,30
User_Reviews_and_Ratings,Access to movies,openai,0.7161187646414064,20
User_Reviews_and_Ratings,Access to movies,mistral,0.8229961526075833,20
User_Reviews_and_Ratings,Access to movies,gemini,0.324439070621884,20
User_Reviews_and_Ratings,Access to podcasts,openai,0.3824568499478155,20
User_Reviews_and_Ratings,Access to podcasts,mistral,0.5029164730441568,20
User_Reviews_and_Ratings,Access to podcasts,gemini,0.24287534897210886,18
User_Reviews_and_Ratings,Broadcast messages to multiple contacts,openai,-0.148606161381678,30
User_Reviews_and_Ratings,Broadcast messages to multiple contacts,mistral,-0.1006114920581422,30
User_Reviews_and_Ratings,Broadcast messages to multiple contacts,gemini,-0.5027549332687602,18
User_Reviews_and_Ratings,Build photo collage,openai,-0.19440847489287325,30
User_Reviews_and_Ratings,Build photo collage,mistral,0.1914013412132519,30
User_Reviews_and_Ratings,Build photo collage,gemini,-0.2522190179535842,30
User_Reviews_and_Ratings,Collaborate with others,openai,0.1276799024836151,30
User_Reviews_and_Ratings,Collaborate with others,mistral,0.37468175966131295,30
User_Reviews_and_Ratings,Collaborate with others,gemini,0.28867030714406866,30
User_Reviews_and_Ratings,Go Live,openai,-0.3740793242689495,30
User_Reviews_and_Ratings,Go Live,mistral,-0.3698566810044784,30
User_Reviews_and_Ratings,Go Live,gemini,-0.3233796616327531,24
User_Reviews_and_Ratings,Keeping up with friends,openai,-0.24968231476531338,30
User_Reviews_and_Ratings,Keeping up with friends,mistral,-0.1719073036808024,30
User_Reviews_and_Ratings,Keeping up with friends,gemini,-0.1972475479008242,30
User_Reviews_and_Ratings,List items for sale,openai,0.2388987586644394,30
User_Reviews_and_Ratings,List items for sale,mistral,0.27647147323121934,30
User_Reviews_and_Ratings,List items for sale,gemini,0.33672245239142673,30
